batch_id,product_id,production_date,quantity_produced,defect_quantity
8175,19,2023-09-07,444,7
8176,37,2024-10-24,889,5
8177,17,2023-11-29,603,50
8178,49,2023-03-03,712,47
8179,39,2023-12-03,915,25
8180,12,2023-08-14,437,12
8181,15,2024-07-10,995,29
8182,31,2024-11-28,501,3
8183,27,2023-05-09,581,33
8184,35,2023-07-01,239,31
8185,17,2024-07-08,378,27
8186,17,2023-06-14,713,45
8187,7,2023-02-27,465,32
8188,43,2024-10-26,256,1
8189,33,2023-02-10,830,32
8190,12,2024-11-29,472,17
8191,23,2023-11-09,522,23
8192,46,2023-12-25,484,9
8193,34,2024-07-01,743,14
8194,19,2024-04-29,501,3
8195,39,2024-09-17,240,34
8196,20,2024-09-26,712,35
8197,28,2023-04-16,815,31
8198,30,2024-01-26,793,29
8199,1,2023-05-27,234,16
8200,36,2023-02-05,975,26
8201,23,2024-09-24,913,49
8202,24,2024-11-13,652,46
8203,3,2023-08-22,732,29
8204,39,2023-02-01,691,32
8205,46,2024-09-03,625,19
8206,22,2023-12-30,770,31
8207,35,2024-05-16,752,13
8208,23,2023-12-06,801,17
8209,31,2023-06-12,393,31
8210,41,2024-03-21,544,38
8211,48,2024-06-07,953,12
8212,17,2023-05-11,872,29
8213,48,2024-08-07,635,6
8214,21,2024-09-26,897,16
8215,41,2024-11-29,575,35
8216,26,2024-08-10,407,21
8217,28,2023-03-04,690,6
8218,34,2023-10-12,968,35
8219,13,2023-07-12,256,24
8220,24,2024-09-13,638,8
8221,43,2023-04-14,387,44
8222,40,2023-08-02,710,7
8223,20,2024-03-04,664,14
8224,32,2024-02-16,785,39
8225,33,2024-02-08,896,42
8226,7,2023-02-06,917,2
8227,1,2023-11-16,868,24
8228,17,2023-09-14,632,0
8229,35,2023-06-27,991,20
8230,35,2024-06-28,766,16
8231,43,2023-05-09,917,11
8232,13,2024-02-05,524,34
8233,28,2024-06-30,651,34
8234,11,2024-03-01,997,28
8235,29,2024-09-25,981,12
8236,5,2023-11-14,912,13
8237,38,2024-11-21,746,3
8238,39,2023-07-12,274,10
8239,9,2023-07-21,271,13
8240,14,2024-04-11,444,13
8241,49,2023-10-20,872,18
8242,46,2023-07-05,390,32
8243,47,2024-02-20,601,0
8244,21,2023-09-03,436,47
8245,17,2024-11-12,836,10
8246,42,2023-02-28,440,39
8247,6,2023-03-01,616,18
8248,43,2024-08-05,240,15
8249,37,2023-11-06,295,2
8250,40,2024-08-08,980,4
8251,19,2023-05-07,521,16
8252,4,2024-04-06,521,32
8253,2,2024-09-14,940,37
8254,29,2023-03-11,516,46
8255,46,2023-05-01,983,31
8256,36,2024-09-17,505,21
8257,2,2023-06-08,593,20
8258,1,2024-04-02,305,13
8259,8,2024-01-02,389,48
8260,6,2023-03-29,387,16
8261,8,2023-09-16,864,0
8262,21,2024-08-11,648,47
8263,16,2023-07-21,931,5
8264,14,2024-03-28,371,34
8265,26,2023-06-30,379,17
8266,49,2024-07-11,459,25
8267,48,2024-10-29,739,19
8268,48,2024-01-09,690,7
8269,14,2023-07-20,964,17
8270,35,2024-04-29,865,15
8271,39,2024-03-26,342,23
8272,31,2024-05-24,426,46
8273,34,2023-04-12,218,14
8274,13,2023-09-08,202,28
8275,33,2024-03-26,577,7
8276,29,2024-08-29,999,32
8277,31,2023-08-12,606,27
8278,28,2023-03-09,711,14
8279,50,2023-06-06,990,25
8280,50,2023-04-29,789,33
8281,24,2023-07-29,945,49
8282,39,2023-05-10,796,20
8283,34,2024-04-11,548,0
8284,24,2024-09-12,817,12
8285,50,2023-12-16,484,15
8286,45,2023-06-06,434,22
8287,22,2023-11-08,968,21
8288,5,2024-11-13,931,33
8289,38,2023-12-29,433,39
8290,25,2023-01-24,653,3
8291,18,2024-03-09,777,25
8292,49,2024-10-26,544,5
8293,34,2024-07-12,684,2
8294,7,2024-09-04,904,2
8295,21,2023-11-23,360,0
8296,14,2024-05-18,620,17
8297,2,2024-10-28,388,50
8298,48,2024-05-28,345,37
8299,4,2023-01-11,289,41
8300,50,2023-08-28,468,1
8301,10,2024-10-22,240,33
8302,14,2023-05-30,761,20
8303,39,2024-09-14,546,44
8304,3,2023-11-11,505,21
8305,5,2023-07-23,269,50
8306,8,2024-08-18,682,40
8307,36,2023-07-12,645,6
8308,32,2023-06-23,403,31
8309,5,2024-11-27,967,23
8310,15,2023-08-14,879,45
8311,24,2023-12-27,338,38
8312,48,2024-01-20,853,48
8313,39,2024-05-18,597,18
8314,42,2024-05-26,349,16
8315,32,2023-01-02,855,44
8316,8,2023-08-28,900,1
8317,7,2023-03-30,353,34
8318,7,2023-12-24,924,37
8319,30,2024-11-24,229,22
8320,13,2024-04-14,236,23
8321,46,2024-06-08,952,49
8322,10,2023-06-01,698,23
8323,22,2023-10-27,879,23
8324,36,2024-12-11,260,40
8325,8,2024-04-07,589,32
8326,10,2024-04-30,546,8
8327,18,2023-07-29,635,25
8328,46,2024-08-10,429,7
8329,41,2024-03-28,244,16
8330,39,2024-09-21,336,45
8331,12,2023-03-21,664,48
8332,5,2023-04-25,565,7
8333,48,2024-10-17,569,16
8334,5,2023-11-08,378,44
8335,1,2023-12-21,588,49
8336,40,2023-03-05,661,32
8337,9,2023-11-04,771,22
8338,47,2024-05-30,863,30
8339,4,2024-12-13,686,7
8340,46,2024-10-01,242,33
8341,44,2023-10-09,575,50
8342,18,2024-04-30,909,11
8343,26,2024-02-27,923,26
8344,21,2023-03-26,730,7
8345,1,2024-06-17,258,35
8346,38,2024-03-11,645,35
8347,43,2023-10-28,731,22
8348,17,2024-01-20,850,7
8349,10,2024-12-03,616,14
8350,17,2023-01-06,597,50
8351,23,2023-04-29,715,36
8352,32,2023-01-12,569,36
8353,13,2024-08-29,676,17
8354,5,2024-04-29,442,23
8355,35,2024-07-17,466,6
8356,12,2024-02-13,927,10
8357,30,2024-11-20,371,48
8358,8,2023-12-13,457,47
8359,18,2024-05-19,952,17
8360,21,2024-02-11,696,18
8361,2,2023-09-15,593,2
8362,37,2023-01-20,536,9
8363,32,2023-08-07,421,50
8364,29,2024-01-31,361,40
8365,26,2023-05-20,479,40
8366,8,2024-02-15,210,33
8367,4,2023-11-04,451,22
8368,19,2024-06-29,891,30
8369,17,2023-04-15,457,9
8370,29,2023-03-02,326,25
8371,23,2023-07-07,755,33
8372,48,2024-06-07,338,13
8373,13,2023-09-23,997,41
8374,39,2024-03-20,921,12
8375,19,2023-06-03,414,48
8376,50,2023-02-19,831,16
8377,20,2024-06-20,230,47
8378,23,2024-11-04,497,1
8379,18,2023-01-05,993,10
8380,6,2024-09-06,476,44
8381,25,2024-10-21,690,7
8382,9,2023-09-20,326,28
8383,1,2024-03-23,721,13
8384,28,2024-02-09,504,26
8385,43,2024-11-29,532,39
8386,11,2024-05-19,940,5
8387,47,2023-02-05,554,40
8388,27,2023-11-24,791,11
8389,7,2023-11-07,783,18
8390,9,2023-06-13,738,30
8391,13,2023-10-16,833,2
8392,33,2024-05-28,962,45
8393,42,2023-10-20,884,11
8394,29,2024-01-13,730,23
8395,35,2024-03-01,660,36
8396,6,2023-06-28,813,0
8397,13,2023-04-23,727,40
8398,21,2023-12-12,714,11
8399,10,2023-08-18,573,19
8400,27,2024-08-14,652,38
8401,42,2024-01-05,659,17
8402,33,2023-07-14,268,27
8403,7,2023-01-26,206,16
8404,1,2024-05-27,994,4
8405,34,2024-06-21,551,19
8406,12,2023-06-27,494,42
8407,37,2023-10-31,335,14
8408,28,2023-04-09,395,9
8409,45,2024-05-31,328,35
8410,6,2023-05-14,506,44
8411,49,2023-01-13,483,45
8412,21,2023-10-30,392,2
8413,19,2024-03-19,738,5
8414,12,2024-12-21,483,1
8415,39,2023-06-17,775,22
8416,29,2023-11-19,505,17
8417,43,2023-06-29,502,4
8418,22,2024-04-13,968,26
8419,29,2024-11-12,414,5
8420,44,2023-06-25,514,49
8421,41,2023-08-07,414,23
8422,42,2024-03-22,459,44
8423,16,2023-03-12,295,4
8424,39,2024-09-10,429,11
8425,17,2023-02-27,333,25
8426,40,2023-03-07,485,43
8427,2,2024-05-19,200,11
8428,30,2023-11-01,568,1
8429,25,2024-03-26,591,45
8430,23,2023-04-29,637,1
8431,36,2024-04-04,815,42
8432,27,2023-10-25,972,45
8433,39,2023-10-23,883,48
8434,36,2023-02-28,865,49
8435,41,2024-06-09,375,4
8436,20,2023-03-17,932,42
8437,9,2024-11-20,363,11
8438,26,2023-11-02,750,21
8439,23,2024-09-15,381,7
8440,14,2023-01-31,312,12
8441,41,2024-11-22,306,30
8442,32,2024-05-07,314,22
8443,44,2024-07-25,529,10
8444,6,2024-10-29,919,11
8445,47,2024-11-20,200,28
8446,39,2023-10-14,316,42
8447,19,2024-12-11,514,38
8448,14,2023-01-12,833,8
8449,26,2024-09-26,585,3
8450,16,2023-04-25,452,33
8451,39,2024-06-23,832,9
8452,22,2023-07-04,422,17
8453,22,2024-11-16,503,2
8454,7,2024-06-03,902,32
8455,8,2023-04-09,385,2
8456,30,2024-07-03,338,47
8457,32,2024-03-15,219,43
8458,27,2023-10-29,853,8
8459,13,2023-12-31,558,36
8460,34,2023-01-26,706,17
8461,44,2024-08-07,869,29
8462,8,2023-08-04,373,24
8463,32,2024-11-26,705,5
8464,24,2024-05-02,938,17
8465,1,2023-10-19,836,28
8466,31,2023-03-02,752,31
8467,9,2023-03-12,770,26
8468,45,2024-06-27,699,21
8469,25,2024-12-03,388,45
8470,6,2024-06-11,966,44
8471,10,2023-05-07,601,45
8472,36,2024-10-26,575,50
8473,2,2024-05-21,989,28
8474,3,2024-11-06,778,6
8475,49,2024-11-08,423,7
8476,40,2024-04-12,973,24
8477,29,2023-09-11,711,39
8478,20,2023-03-13,800,6
8479,36,2024-01-13,832,14
8480,40,2023-12-23,722,9
8481,36,2023-01-04,528,9
8482,14,2023-09-10,319,14
8483,5,2023-02-04,478,42
8484,40,2024-01-19,400,38
8485,20,2023-10-22,332,27
8486,16,2023-01-22,269,18
8487,15,2023-12-15,716,25
8488,41,2024-06-07,276,48
8489,45,2024-01-15,304,2
8490,7,2024-12-13,242,6
8491,6,2024-07-09,483,12
8492,17,2024-09-02,478,0
8493,7,2024-01-15,484,47
8494,50,2023-09-16,835,6
8495,21,2023-03-25,671,36
8496,19,2023-10-25,515,12
8497,5,2023-04-13,319,21
8498,41,2024-07-24,442,7
8499,17,2023-11-18,695,11
8500,42,2024-09-17,924,40
8501,27,2024-07-13,684,11
8502,48,2023-12-06,249,24
8503,5,2023-10-25,342,43
8504,25,2024-11-08,535,20
8505,48,2024-02-26,388,34
8506,7,2023-10-23,619,46
8507,3,2023-05-12,279,22
8508,22,2023-08-10,885,2
8509,24,2023-05-12,253,8
8510,11,2023-05-04,802,43
8511,41,2024-09-16,204,22
8512,27,2024-10-07,688,47
8513,11,2024-09-14,822,0
8514,33,2023-06-18,322,42
8515,47,2023-01-01,591,34
8516,37,2023-03-29,765,4
8517,25,2023-04-22,302,13
8518,29,2023-07-18,384,6
8519,18,2024-10-21,722,11
8520,35,2024-01-18,883,2
8521,16,2024-07-15,921,37
8522,18,2023-01-04,560,13
8523,44,2023-07-02,880,42
8524,19,2024-11-29,808,31
8525,49,2024-10-10,549,11
8526,14,2024-06-21,492,15
8527,8,2023-08-30,208,8
8528,21,2024-11-30,412,32
8529,43,2024-09-23,411,37
8530,15,2023-07-18,899,25
8531,21,2023-05-25,226,31
8532,24,2024-08-11,298,18
8533,9,2024-10-07,636,47
8534,10,2024-04-13,961,31
8535,24,2023-02-19,676,8
8536,16,2024-08-17,463,35
8537,44,2023-10-26,221,7
8538,18,2023-05-11,800,7
8539,15,2024-08-07,510,47
8540,20,2023-02-10,850,39
8541,30,2024-06-07,431,47
8542,29,2024-11-27,349,6
8543,31,2023-03-24,530,38
8544,41,2023-03-26,880,22
8545,49,2024-10-19,271,44
8546,8,2023-11-09,675,47
8547,27,2024-03-26,752,25
8548,44,2023-04-18,905,24
8549,20,2023-06-01,309,33
8550,16,2023-07-23,805,33
8551,5,2024-04-01,224,50
8552,22,2024-05-16,411,19
8553,35,2023-02-25,276,16
8554,26,2024-01-31,213,32
8555,19,2024-01-12,745,4
8556,12,2023-02-13,608,35
8557,15,2023-11-09,801,11
8558,1,2024-01-22,476,44
8559,24,2024-08-30,588,20
8560,23,2024-06-27,911,6
8561,50,2024-11-21,572,25
8562,27,2023-07-22,863,10
8563,12,2024-03-07,339,22
8564,39,2023-11-25,306,5
8565,42,2023-02-05,767,5
8566,28,2023-06-21,359,24
8567,45,2024-05-23,581,34
8568,41,2024-07-27,270,37
8569,31,2024-12-07,637,16
8570,13,2024-10-15,311,27
8571,39,2024-03-27,978,5
8572,39,2024-01-13,440,33
8573,45,2024-04-07,296,28
8574,13,2024-02-21,867,45
8575,40,2023-12-10,882,32
8576,40,2024-01-24,779,27
8577,48,2023-02-18,327,41
8578,28,2023-09-16,230,33
8579,43,2023-11-25,508,21
8580,42,2023-03-09,343,21
8581,22,2023-05-29,793,21
8582,48,2023-07-18,693,41
8583,39,2023-11-02,512,14
8584,10,2023-08-09,676,13
8585,17,2023-04-11,982,13
8586,2,2023-03-18,881,31
8587,3,2023-10-19,323,11
8588,31,2024-03-07,457,45
8589,29,2024-01-25,433,22
8590,9,2024-11-15,960,44
8591,14,2024-10-11,744,42
8592,14,2024-02-14,720,22
8593,31,2024-12-04,705,5
8594,15,2024-01-26,801,36
8595,9,2023-06-13,554,38
8596,19,2023-12-14,842,45
8597,35,2023-08-14,439,9
8598,47,2023-03-22,610,45
8599,23,2024-08-02,478,21
8600,24,2024-07-08,818,28
8601,27,2023-10-31,572,25
8602,34,2024-10-08,596,45
8603,6,2024-02-20,206,28
8604,14,2024-06-30,254,12
8605,47,2023-07-07,890,44
8606,28,2024-03-17,276,27
8607,21,2023-06-04,652,27
8608,20,2024-03-02,806,42
8609,40,2024-06-13,468,6
8610,36,2023-06-24,608,0
8611,34,2023-01-04,345,10
8612,17,2023-05-21,770,38
8613,12,2023-12-09,305,6
8614,44,2023-12-27,868,26
8615,48,2023-12-04,877,17
8616,30,2024-10-05,521,41
8617,32,2023-08-20,553,28
8618,26,2023-11-18,226,30
8619,4,2023-03-30,369,9
8620,6,2024-10-27,681,30
8621,44,2024-12-20,281,44
8622,21,2023-06-15,862,47
8623,22,2024-08-27,755,49
8624,22,2024-08-30,536,6
8625,43,2024-04-19,821,5
8626,47,2023-02-12,606,27
8627,46,2024-04-20,798,39
8628,15,2024-04-06,613,14
8629,1,2023-11-01,638,18
8630,13,2024-01-01,846,45
8631,3,2023-10-29,937,7
8632,42,2024-02-24,284,18
8633,22,2023-09-02,269,25
8634,47,2023-10-14,287,2
8635,26,2024-02-28,791,24
8636,32,2023-01-20,351,7
8637,48,2023-04-09,634,45
8638,5,2023-01-09,453,21
8639,31,2023-12-06,967,3
8640,21,2024-08-19,423,6
8641,2,2023-09-05,939,16
8642,25,2024-05-04,683,6
8643,28,2024-10-01,671,2
8644,10,2024-10-29,829,29
8645,23,2024-04-02,395,25
8646,33,2024-08-16,817,48
8647,11,2024-12-17,943,17
8648,17,2023-04-23,716,5
8649,40,2024-06-18,489,37
8650,3,2023-02-02,997,35
8651,3,2023-04-08,627,46
8652,24,2023-02-09,479,16
8653,13,2023-07-10,512,5
8654,13,2024-07-04,902,20
8655,39,2023-11-01,718,25
8656,37,2024-11-22,424,42
8657,32,2023-03-06,734,25
8658,18,2023-02-02,324,1
8659,12,2024-01-17,912,4
8660,11,2024-03-20,915,25
8661,3,2024-02-24,626,3
8662,32,2023-08-08,413,30
8663,38,2023-01-26,661,43
8664,47,2024-05-01,831,31
8665,26,2023-10-02,955,38
8666,7,2023-02-05,296,26
8667,15,2024-10-03,432,39
8668,40,2024-01-06,512,45
8669,21,2024-08-26,781,0
8670,34,2023-10-04,720,17
8671,11,2023-09-19,228,0
8672,32,2023-01-22,748,37
8673,14,2023-04-24,896,46
8674,41,2023-03-29,833,25
8675,14,2023-03-22,799,47
8676,31,2023-05-01,932,22
8677,6,2024-10-09,502,28
8678,26,2024-07-10,205,44
8679,22,2024-03-07,573,4
8680,30,2024-09-27,644,36
8681,17,2023-05-03,881,2
8682,26,2024-08-08,919,8
8683,40,2024-01-04,430,30
8684,9,2024-05-12,833,17
8685,48,2023-03-18,203,25
8686,13,2024-11-03,680,30
8687,16,2023-06-01,382,37
8688,26,2023-01-13,725,24
8689,44,2024-09-23,852,25
8690,14,2023-12-12,811,27
8691,38,2023-02-18,530,10
8692,30,2023-01-12,517,4
8693,17,2023-11-01,853,2
8694,16,2024-10-08,482,5
8695,47,2023-07-26,376,28
8696,26,2024-07-30,374,12
8697,42,2023-08-25,999,45
8698,41,2024-03-03,446,48
8699,45,2024-12-07,509,23
8700,38,2024-09-19,705,47
8701,46,2023-05-07,955,19
8702,12,2023-10-19,461,45
8703,36,2023-05-16,216,32
8704,47,2023-04-02,871,46
8705,36,2023-07-21,671,12
8706,9,2024-07-30,536,38
8707,5,2023-11-27,419,23
8708,39,2023-10-17,953,2
8709,7,2024-10-25,974,33
8710,31,2023-08-20,588,27
8711,49,2024-01-22,431,22
8712,46,2024-04-22,630,6
8713,28,2023-05-23,672,5
8714,24,2023-10-07,557,44
8715,1,2023-09-07,206,3
8716,10,2023-03-18,709,25
8717,25,2023-01-06,937,39
8718,7,2024-06-13,235,14
8719,10,2023-02-25,962,46
8720,23,2023-02-28,548,3
8721,18,2024-09-26,674,23
8722,42,2024-04-23,765,45
8723,9,2023-04-02,478,27
8724,38,2023-12-24,383,33
8725,26,2024-09-18,712,25
8726,27,2023-03-10,206,10
8727,25,2023-06-09,619,27
8728,27,2024-05-24,270,32
8729,7,2023-04-10,903,9
8730,32,2024-05-10,893,18
8731,46,2023-10-23,428,5
8732,27,2024-06-02,320,38
8733,45,2024-07-19,424,37
8734,23,2023-10-14,683,26
8735,33,2024-12-10,877,11
8736,44,2024-05-26,912,44
8737,38,2023-02-08,914,18
8738,38,2024-08-21,945,18
8739,9,2024-06-13,837,20
8740,40,2024-01-24,562,37
8741,41,2024-06-12,655,25
8742,39,2024-08-01,417,2
8743,1,2024-03-31,848,36
8744,43,2023-12-01,991,30
8745,31,2024-11-15,281,50
8746,30,2023-12-23,542,34
8747,26,2023-11-26,503,50
8748,9,2024-01-05,535,15
8749,48,2024-10-02,872,6
8750,38,2023-04-10,651,29
8751,22,2024-06-23,717,35
8752,32,2024-11-27,219,33
8753,26,2023-06-24,205,33
8754,25,2023-06-28,494,44
8755,21,2024-06-17,218,29
8756,34,2023-06-04,278,25
8757,40,2024-03-22,779,49
8758,49,2024-04-01,362,23
8759,43,2023-07-24,977,11
8760,40,2024-04-07,764,26
8761,38,2023-07-19,817,0
8762,45,2023-06-26,948,13
8763,3,2023-04-17,713,13
8764,12,2023-01-03,395,38
8765,34,2024-11-27,615,50
8766,34,2023-01-03,947,48
8767,14,2024-01-26,488,30
8768,38,2023-10-23,495,31
8769,30,2024-06-07,840,21
8770,29,2024-03-03,635,35
8771,48,2023-01-07,613,26
8772,46,2023-07-07,988,44
8773,24,2023-02-03,459,25
8774,33,2023-12-10,815,24
8775,43,2023-01-01,497,48
8776,48,2024-09-09,747,28
8777,32,2023-06-14,774,22
8778,20,2023-02-13,593,20
8779,42,2023-07-14,273,31
8780,39,2023-12-20,207,9
8781,22,2024-07-11,696,8
8782,8,2023-04-18,374,46
8783,41,2024-01-08,572,2
8784,45,2024-12-19,841,47
8785,37,2023-07-17,211,32
8786,8,2024-09-20,431,40
8787,45,2024-08-06,749,1
8788,43,2023-02-12,591,38
8789,44,2024-06-11,528,45
8790,31,2024-02-22,241,25
8791,37,2024-05-11,706,39
8792,32,2023-01-09,819,5
8793,16,2024-09-05,812,34
8794,10,2023-04-28,537,41
8795,11,2024-07-14,419,17
8796,11,2024-05-09,807,37
8797,21,2024-01-20,824,19
8798,46,2024-10-27,921,17
8799,13,2023-12-25,249,37
8800,10,2024-05-20,800,28
8801,22,2024-05-22,843,1
8802,12,2023-08-16,734,24
8803,4,2023-01-07,840,9
8804,48,2023-09-01,423,33
8805,50,2024-12-15,298,19
8806,42,2024-04-05,472,40
8807,42,2023-06-04,398,25
8808,16,2024-03-18,263,15
8809,38,2023-04-26,857,16
8810,39,2023-04-19,376,16
8811,18,2023-08-31,248,45
8812,26,2023-11-01,282,24
8813,20,2024-11-19,305,18
8814,47,2023-03-30,207,5
8815,27,2023-02-03,592,22
8816,33,2024-06-02,787,31
8817,22,2023-08-04,823,10
8818,42,2023-06-02,701,43
8819,47,2023-06-02,787,36
8820,13,2023-10-14,547,10
8821,22,2024-07-04,992,40
8822,35,2024-07-29,209,2
8823,43,2024-04-13,481,7
8824,48,2023-07-02,877,34
8825,32,2023-02-10,994,49
8826,26,2023-12-29,360,40
8827,42,2024-11-27,766,6
8828,46,2024-10-24,440,20
8829,23,2024-03-24,635,12
8830,1,2024-05-24,834,3
8831,12,2023-06-29,619,37
8832,13,2024-08-10,619,8
8833,16,2024-10-14,371,29
8834,27,2024-07-31,969,49
8835,28,2023-04-12,735,28
8836,37,2024-06-24,221,31
8837,43,2024-03-20,537,36
8838,6,2023-08-03,837,45
8839,15,2023-11-08,299,0
8840,23,2023-06-09,492,26
8841,17,2023-04-17,385,16
8842,31,2023-07-01,346,21
8843,49,2023-05-31,226,28
8844,16,2023-05-14,780,29
8845,45,2024-11-18,710,6
8846,1,2024-04-25,725,32
8847,35,2024-08-18,579,35
8848,10,2023-09-28,901,9
8849,44,2024-08-11,246,6
8850,48,2024-07-25,346,32
8851,35,2024-06-26,440,26
8852,19,2023-08-01,527,3
8853,2,2024-03-30,238,38
8854,40,2023-11-11,329,27
8855,50,2023-07-24,729,19
8856,38,2024-07-27,224,30
8857,33,2023-04-15,398,20
8858,48,2024-10-07,237,48
8859,26,2023-04-07,639,11
8860,30,2024-01-22,383,15
8861,4,2023-04-11,286,32
8862,31,2023-06-07,491,47
8863,3,2023-10-05,948,23
8864,28,2023-08-26,363,13
8865,36,2024-03-04,849,30
8866,46,2023-03-14,549,14
8867,27,2023-12-16,693,2
8868,42,2024-09-19,289,20
8869,45,2024-12-20,879,38
8870,42,2024-09-22,645,50
8871,14,2023-06-23,550,45
8872,32,2024-02-10,272,48
8873,27,2023-01-14,430,23
8874,4,2023-02-18,595,40
8875,16,2024-06-11,947,50
8876,21,2023-02-15,343,3
8877,23,2023-03-14,671,3
8878,40,2024-09-03,876,43
8879,24,2023-10-19,263,50
8880,32,2024-08-24,947,29
8881,16,2024-05-23,457,12
8882,50,2024-11-02,537,27
8883,24,2023-08-28,855,12
8884,9,2024-08-19,922,27
8885,16,2024-07-26,316,16
8886,46,2023-09-18,890,46
8887,13,2023-12-15,232,50
8888,46,2024-10-31,587,37
8889,9,2024-12-21,753,13
8890,50,2023-09-09,225,33
8891,24,2024-08-05,242,38
8892,45,2024-11-26,991,28
8893,20,2023-02-16,673,49
8894,39,2023-07-04,448,26
8895,23,2023-04-04,202,16
8896,8,2023-11-02,836,27
8897,37,2023-06-17,802,16
8898,47,2023-05-18,768,8
8899,43,2024-11-26,1000,43
8900,41,2024-03-25,892,43
8901,28,2023-05-21,977,6
8902,34,2024-01-20,711,21
8903,23,2024-06-13,891,34
8904,29,2023-02-22,560,18
8905,50,2023-05-28,450,47
8906,35,2023-07-04,382,39
8907,23,2024-06-29,396,28
8908,26,2023-06-23,962,1
8909,33,2023-04-01,610,33
8910,41,2023-01-05,316,39
8911,33,2024-09-24,616,41
8912,6,2023-01-22,344,2
8913,49,2023-04-06,894,22
8914,50,2023-04-12,949,26
8915,38,2024-07-26,201,49
8916,7,2023-08-20,992,47
8917,28,2024-04-06,390,3
8918,10,2023-11-19,646,2
8919,2,2024-02-18,256,32
8920,27,2023-05-18,793,7
8921,24,2024-02-27,655,13
8922,29,2023-01-21,588,4
8923,13,2024-03-18,587,25
8924,6,2023-03-08,615,41
8925,34,2024-07-12,219,31
8926,28,2023-04-10,473,45
8927,23,2023-09-27,338,43
8928,2,2023-07-29,484,35
8929,12,2023-11-05,739,36
8930,22,2023-06-21,876,6
8931,11,2024-10-31,894,25
8932,2,2024-10-20,953,40
8933,11,2024-04-10,319,16
8934,48,2023-09-05,816,44
8935,17,2024-05-06,409,47
8936,43,2023-04-09,452,40
8937,20,2023-09-24,915,36
8938,19,2023-07-15,230,26
8939,43,2024-04-28,237,0
8940,42,2024-03-13,860,2
8941,26,2024-06-02,940,47
8942,20,2024-05-04,643,8
8943,13,2024-02-24,868,28
8944,45,2024-07-23,924,26
8945,6,2024-11-05,220,16
8946,14,2024-08-29,623,17
8947,25,2024-03-28,822,47
8948,39,2023-11-01,969,45
8949,1,2023-01-11,813,43
8950,15,2024-07-02,931,15
8951,19,2023-11-12,227,8
8952,4,2024-04-17,239,14
8953,28,2024-09-26,353,39
8954,42,2023-10-07,836,28
8955,4,2023-09-23,513,47
8956,49,2023-12-31,597,49
8957,46,2023-09-21,976,38
8958,19,2024-02-29,543,43
8959,12,2023-10-13,622,38
8960,33,2023-02-02,762,47
8961,26,2024-12-10,700,49
8962,43,2024-01-16,729,49
8963,4,2024-08-29,873,17
8964,13,2024-04-24,236,33
8965,47,2024-07-29,796,24
8966,36,2024-01-12,284,31
8967,38,2024-05-08,626,24
8968,35,2023-08-25,727,36
8969,2,2024-01-18,273,4
8970,31,2023-11-17,681,42
8971,39,2023-03-19,510,12
8972,13,2024-12-06,770,41
8973,48,2023-04-17,362,1
8974,14,2024-06-14,660,30
8975,37,2024-07-05,548,14
8976,32,2024-07-01,364,12
8977,46,2024-09-04,642,10
8978,15,2024-06-19,327,24
8979,40,2024-02-19,329,31
8980,43,2023-01-04,726,22
8981,12,2024-05-14,779,40
8982,46,2023-07-19,243,34
8983,39,2024-02-11,682,9
8984,46,2023-11-10,840,13
8985,1,2024-12-19,842,46
8986,9,2024-12-09,554,39
8987,5,2023-04-15,209,16
8988,32,2023-01-28,256,33
8989,39,2023-07-01,477,1
8990,49,2023-08-08,665,15
8991,37,2023-10-11,306,50
8992,49,2024-02-06,517,38
8993,10,2023-06-14,299,7
8994,23,2024-06-06,936,44
8995,31,2024-10-18,393,37
8996,47,2023-10-23,859,40
8997,42,2023-06-30,301,41
8998,33,2024-04-06,339,48
8999,36,2024-09-14,710,16
9000,7,2024-04-28,420,44
9001,47,2023-02-11,904,48
9002,20,2023-12-15,914,12
9003,25,2024-03-27,525,34
9004,12,2024-01-27,311,27
9005,1,2024-01-01,703,34
9006,33,2024-11-26,612,39
9007,42,2023-03-14,681,10
9008,25,2024-08-09,677,5
9009,48,2023-06-17,389,48
9010,15,2023-02-05,725,35
9011,34,2023-06-04,446,30
9012,49,2023-07-17,507,28
9013,22,2023-06-13,566,43
9014,36,2023-11-26,319,5
9015,45,2023-11-04,289,26
9016,19,2023-10-26,278,47
9017,25,2024-11-21,958,39
9018,5,2024-08-05,927,7
9019,12,2024-05-23,618,11
9020,4,2023-01-10,933,6
9021,4,2024-05-01,892,11
9022,5,2024-07-12,259,18
9023,4,2024-10-29,381,10
9024,18,2024-03-26,542,26
9025,9,2023-12-10,933,36
9026,36,2023-12-19,722,45
9027,3,2023-12-13,304,44
9028,39,2023-02-02,354,22
9029,17,2023-01-01,491,29
9030,9,2023-03-21,759,23
9031,46,2024-08-14,456,26
9032,17,2024-08-23,709,35
9033,3,2023-01-11,609,43
9034,2,2023-04-16,467,48
9035,27,2024-02-20,936,32
9036,5,2023-12-09,261,25
9037,4,2024-12-14,913,12
9038,4,2024-08-08,463,50
9039,7,2023-12-31,662,44
9040,1,2023-07-21,999,18
9041,23,2023-10-18,293,27
9042,10,2024-10-14,590,46
9043,18,2023-04-08,227,38
9044,11,2024-09-01,654,17
9045,34,2023-08-13,342,5
9046,1,2024-09-20,226,7
9047,43,2023-01-17,385,46
