order_id,customer_id,order_date,delivery_date,total_amount
8415,61,2023-07-29,2023-08-03,30628.0
8416,30,2023-05-07,2023-05-12,140584.84
8417,32,2024-10-23,2024-10-28,141087.05
8418,21,2024-01-07,2024-01-10,16617.96
8419,89,2023-12-11,2023-12-18,51923.5
8420,94,2023-05-24,2023-06-01,74235.54
8421,61,2024-06-24,2024-07-04,25839.8
8422,51,2024-06-02,2024-06-10,24673.35
8423,97,2023-06-21,2023-06-26,141162.84
8424,42,2024-04-20,2024-04-27,73128.21
8425,98,2024-05-14,2024-05-24,85004.16
8426,57,2023-07-15,2023-07-18,121240.92
8427,9,2023-10-14,2023-10-18,52466.4
8428,99,2023-10-22,2023-10-27,68401.49
8429,97,2023-08-22,2023-08-30,147965.06
8430,3,2024-06-16,2024-06-26,73449.64
8431,93,2023-10-03,2023-10-09,43360.82
8432,24,2024-03-23,2024-04-01,83684.1
8433,56,2023-03-01,2023-03-10,50134.56
8434,44,2024-05-31,2024-06-08,80978.18
8435,12,2024-07-27,2024-07-30,66550.4
8436,79,2023-09-20,2023-09-30,79874.93
8437,35,2024-06-28,2024-07-02,115036.28
8438,10,2023-07-27,2023-08-03,33595.78
8439,60,2023-12-23,2023-12-28,30635.01
8440,70,2023-01-14,2023-01-23,8793.4
8441,88,2023-12-08,2023-12-14,166871.57
8442,58,2024-01-01,2024-01-05,103751.35
8443,81,2023-04-04,2023-04-08,2392.48
8444,77,2024-10-22,2024-10-30,52101.93
8445,32,2023-08-30,2023-09-06,66761.0
8446,86,2024-11-06,2024-11-15,43232.07
8447,54,2024-02-20,2024-02-29,173129.9
8448,93,2023-10-29,2023-11-03,43568.37
8449,40,2023-08-23,2023-09-01,14104.53
8450,80,2024-03-15,2024-03-19,130954.32
8451,2,2023-07-25,2023-07-29,67387.83
8452,6,2023-06-15,2023-06-18,28847.52
8453,37,2023-04-05,2023-04-09,30900.69
8454,24,2023-08-17,2023-08-22,64469.08
8455,95,2024-04-27,2024-05-01,32702.8
8456,35,2023-05-20,2023-05-28,52104.4
8457,62,2023-12-31,2024-01-08,117358.01
8458,47,2024-07-22,2024-07-29,38898.96
8459,88,2023-02-27,2023-03-02,47086.2
8460,61,2023-07-23,2023-07-28,95544.58
8461,30,2023-08-23,2023-08-31,142749.43
8462,95,2023-09-26,2023-10-02,50657.75
8463,17,2023-01-31,2023-02-05,162555.47
8464,53,2024-06-30,2024-07-10,109226.35
8465,7,2023-05-15,2023-05-20,110898.06
8466,22,2024-04-06,2024-04-14,13684.56
8467,16,2024-08-03,2024-08-10,121328.9
8468,3,2024-09-22,2024-10-01,61910.56
8469,52,2023-11-02,2023-11-12,100793.48
8470,72,2023-10-29,2023-11-03,86145.96
8471,23,2023-01-06,2023-01-10,68295.26
8472,12,2023-11-17,2023-11-26,48250.77
8473,96,2024-06-02,2024-06-12,135155.3
8474,15,2024-08-19,2024-08-28,3303.95
8475,97,2023-06-29,2023-07-04,126031.22
8476,10,2023-10-15,2023-10-19,111327.36
8477,33,2023-11-20,2023-11-27,52209.6
8478,13,2023-02-23,2023-03-01,45491.46
8479,14,2023-11-04,2023-11-10,71218.74
8480,26,2023-11-02,2023-11-11,52537.68
8481,19,2023-04-28,2023-05-01,88643.68
8482,44,2023-06-13,2023-06-23,18044.48
8483,63,2024-05-28,2024-06-04,90095.02
8484,69,2023-01-01,2023-01-05,95841.2
8485,97,2023-02-09,2023-02-19,11927.7
8486,28,2023-07-26,2023-08-02,170884.08
8487,64,2024-06-11,2024-06-17,136380.58
8488,79,2024-02-13,2024-02-21,45250.6
8489,36,2024-11-24,2024-12-04,105528.44
8490,3,2024-05-12,2024-05-15,87365.68
8491,18,2023-08-27,2023-09-03,29767.5
8492,25,2024-03-06,2024-03-13,43549.58
8493,90,2023-05-25,2023-06-04,51774.63
8494,93,2023-02-13,2023-02-18,80465.67
8495,51,2023-05-16,2023-05-21,76165.82
8496,84,2024-05-06,2024-05-15,15519.21
8497,82,2023-09-23,2023-10-01,94319.97
8498,48,2024-09-07,2024-09-17,15195.6
8499,25,2023-08-15,2023-08-21,10908.6
8500,81,2023-01-31,2023-02-06,57072.11
8501,29,2023-07-22,2023-07-25,106789.64
8502,52,2023-03-20,2023-03-26,100642.69
8503,89,2024-04-13,2024-04-20,39692.12
8504,5,2023-11-10,2023-11-16,8443.48
8505,94,2024-09-08,2024-09-17,68527.92
8506,71,2024-06-09,2024-06-14,79504.45
8507,71,2023-05-06,2023-05-13,79719.72
8508,61,2024-06-11,2024-06-14,54685.38
8509,40,2024-07-02,2024-07-05,43440.77
8510,84,2024-11-01,2024-11-04,15435.06
8511,81,2024-03-06,2024-03-10,56639.84
8512,3,2023-10-24,2023-10-29,46580.6
8513,70,2023-10-23,2023-11-02,200934.35
8514,32,2024-09-14,2024-09-24,94744.5
8515,56,2024-08-04,2024-08-10,79793.43
8516,25,2024-05-30,2024-06-02,76151.91
8517,86,2023-11-28,2023-12-02,77701.68
8518,94,2024-01-11,2024-01-19,77999.35
8519,15,2024-01-17,2024-01-24,84164.49
8520,1,2024-02-25,2024-02-29,59675.97
8521,85,2023-07-02,2023-07-09,4082.65
8522,68,2024-08-07,2024-08-15,79025.65
8523,98,2024-06-15,2024-06-23,158915.25
8524,26,2023-04-21,2023-04-27,89150.22
8525,62,2024-07-13,2024-07-19,30738.15
8526,37,2023-12-04,2023-12-12,20295.16
8527,78,2023-11-16,2023-11-24,13448.6
8528,73,2023-10-17,2023-10-22,106495.32
8529,76,2024-08-06,2024-08-09,82965.15
8530,86,2023-06-11,2023-06-18,59851.65
8531,52,2023-06-03,2023-06-11,91752.46
8532,75,2023-08-03,2023-08-08,132904.3
8533,49,2023-07-30,2023-08-05,86137.89
8534,92,2024-06-14,2024-06-24,30062.24
8535,64,2023-09-05,2023-09-08,116326.07
8536,87,2023-03-30,2023-04-08,62015.52
8537,1,2024-08-31,2024-09-04,156157.33
8538,15,2024-02-16,2024-02-25,105906.57
8539,10,2023-08-13,2023-08-19,21081.28
8540,51,2023-06-01,2023-06-05,72734.73
8541,28,2023-12-13,2023-12-18,137217.15
8542,93,2023-04-25,2023-05-01,9431.68
8543,41,2024-01-18,2024-01-24,67847.56
8544,93,2023-06-22,2023-06-27,70067.77
8545,70,2023-06-06,2023-06-13,33304.51
8546,13,2023-10-20,2023-10-27,43264.07
8547,69,2024-02-15,2024-02-23,67677.64
8548,3,2024-03-17,2024-03-27,8132.52
8549,81,2024-06-14,2024-06-21,164584.76
8550,52,2024-08-11,2024-08-21,69012.24
8551,11,2023-12-10,2023-12-14,33549.36
8552,9,2023-09-05,2023-09-09,140726.0
8553,84,2024-07-27,2024-08-01,166307.28
8554,65,2024-03-08,2024-03-15,35146.74
8555,57,2023-08-27,2023-09-02,131142.56
8556,71,2024-08-31,2024-09-09,46228.65
8557,68,2024-04-04,2024-04-14,138208.86
8558,4,2024-02-18,2024-02-24,43753.6
8559,93,2023-12-28,2024-01-07,26354.04
8560,68,2024-12-03,2024-12-10,52434.64
8561,100,2023-03-29,2023-04-05,130551.47
8562,47,2023-09-19,2023-09-23,92067.08
8563,97,2023-05-30,2023-06-09,94513.8
8564,84,2024-12-12,2024-12-21,89451.24
8565,46,2023-10-29,2023-11-07,88606.65
8566,87,2024-11-24,2024-12-04,10961.6
8567,23,2023-03-24,2023-04-02,46138.35
8568,35,2023-09-14,2023-09-22,154482.31
8569,70,2024-05-12,2024-05-16,58839.94
8570,64,2023-01-20,2023-01-25,34332.0
8571,13,2024-08-08,2024-08-15,52913.97
8572,66,2023-11-03,2023-11-13,52470.78
8573,47,2024-06-23,2024-07-01,61239.49
8574,70,2024-04-17,2024-04-21,104395.28
8575,47,2024-10-27,2024-11-02,31119.79
8576,60,2024-12-09,2024-12-19,39935.3
8577,17,2024-06-29,2024-07-05,15077.42
8578,55,2024-09-25,2024-10-01,36474.04
8579,19,2024-09-23,2024-09-26,25920.72
8580,80,2023-02-16,2023-02-20,48299.52
8581,94,2023-12-27,2024-01-01,93126.04
8582,54,2023-04-09,2023-04-15,68758.64
8583,13,2023-04-06,2023-04-14,35603.38
8584,51,2024-12-19,2024-12-23,129633.38
8585,59,2024-02-21,2024-03-02,49842.72
8586,63,2024-08-06,2024-08-14,182517.04
8587,100,2024-12-04,2024-12-11,54782.88
8588,57,2023-04-24,2023-05-03,91231.91
8589,23,2023-08-09,2023-08-13,131751.31
8590,82,2024-07-18,2024-07-27,16156.08
8591,74,2023-05-14,2023-05-17,63210.15
8592,38,2024-06-26,2024-07-05,125423.27
8593,61,2024-12-14,2024-12-24,54404.0
8594,17,2023-05-27,2023-06-01,14416.74
8595,66,2023-07-03,2023-07-09,33106.0
8596,33,2024-12-16,2024-12-23,108935.12
8597,37,2024-02-12,2024-02-21,99472.03
8598,88,2023-12-07,2023-12-10,84395.17
8599,54,2024-01-24,2024-01-28,240712.47
8600,59,2023-04-27,2023-05-02,71846.4
8601,76,2024-10-01,2024-10-07,65594.64
8602,46,2024-04-09,2024-04-18,10419.6
8603,74,2023-10-21,2023-10-24,33144.36
8604,58,2024-08-11,2024-08-17,14776.05
8605,37,2023-11-25,2023-11-29,24860.0
8606,58,2024-01-24,2024-01-29,65780.8
8607,92,2023-01-29,2023-02-04,60064.64
8608,82,2024-07-08,2024-07-11,23025.0
8609,81,2024-09-07,2024-09-12,88111.69
8610,46,2023-05-31,2023-06-06,109575.29
8611,14,2023-06-01,2023-06-05,57731.08
8612,89,2023-08-25,2023-08-28,164497.68
8613,14,2024-09-29,2024-10-03,94727.85
8614,96,2023-03-14,2023-03-22,167986.59
8615,68,2023-05-07,2023-05-15,34460.57
8616,96,2023-09-27,2023-10-06,160301.79
8617,24,2024-03-10,2024-03-16,24844.93
8618,18,2024-04-26,2024-04-29,56284.32
8619,89,2023-11-01,2023-11-07,114521.38
8620,31,2024-10-10,2024-10-17,12935.79
8621,63,2023-10-06,2023-10-12,149317.58
8622,32,2023-06-26,2023-07-05,90661.86
8623,14,2023-12-29,2024-01-05,75627.85
8624,10,2023-04-09,2023-04-17,32060.16
8625,14,2024-09-07,2024-09-15,76624.33
8626,3,2024-10-25,2024-10-28,53482.12
8627,63,2024-01-19,2024-01-22,60364.38
8628,12,2024-02-24,2024-02-28,92435.1
8629,76,2023-01-31,2023-02-04,124526.92
8630,50,2024-04-14,2024-04-17,61783.01
8631,34,2023-05-28,2023-06-05,39419.2
8632,31,2024-03-11,2024-03-19,24455.28
8633,26,2023-03-11,2023-03-21,128444.0
8634,6,2024-02-19,2024-02-29,108214.39
8635,53,2024-11-22,2024-11-26,83712.78
8636,93,2023-09-13,2023-09-20,231484.79
8637,39,2023-09-08,2023-09-12,159549.2
8638,56,2024-07-21,2024-07-25,101645.7
8639,78,2024-04-07,2024-04-16,69440.18
8640,82,2023-03-15,2023-03-23,69910.48
8641,34,2023-01-11,2023-01-16,19035.95
8642,14,2023-11-13,2023-11-16,128714.08
8643,67,2023-01-23,2023-01-31,85830.4
8644,77,2024-06-08,2024-06-11,97881.83
8645,2,2024-07-20,2024-07-29,83249.54
8646,23,2024-01-24,2024-01-30,4633.4
8647,69,2023-12-10,2023-12-14,29470.45
8648,59,2023-06-03,2023-06-12,129897.1
8649,9,2023-08-21,2023-08-31,78385.14
8650,78,2023-06-08,2023-06-14,45744.72
8651,17,2024-08-05,2024-08-11,11560.32
8652,54,2023-02-13,2023-02-22,144512.53
8653,29,2023-11-04,2023-11-08,102067.39
8654,57,2024-10-17,2024-10-20,120382.55
8655,15,2023-02-04,2023-02-14,23424.77
8656,73,2024-07-02,2024-07-10,49692.42
8657,42,2023-03-26,2023-04-04,32368.65
8658,32,2024-11-19,2024-11-22,73439.31
8659,99,2024-04-22,2024-04-28,123940.7
8660,46,2024-06-13,2024-06-23,71607.42
8661,56,2023-09-18,2023-09-21,121280.24
8662,11,2023-01-06,2023-01-13,98291.4
8663,91,2023-08-16,2023-08-21,23676.12
8664,82,2024-04-08,2024-04-11,47161.92
8665,10,2023-10-25,2023-11-01,69192.22
8666,71,2024-04-04,2024-04-13,116473.81
8667,82,2023-02-26,2023-03-03,126709.18
8668,12,2024-02-29,2024-03-08,28490.49
8669,46,2024-08-10,2024-08-16,57074.13
8670,88,2024-09-26,2024-09-29,60226.16
8671,26,2023-07-20,2023-07-24,91250.72
8672,99,2024-01-13,2024-01-21,58502.36
8673,39,2023-05-16,2023-05-21,22411.66
8674,48,2023-05-18,2023-05-21,38811.92
8675,91,2023-10-21,2023-10-31,76026.76
8676,42,2023-11-09,2023-11-13,101344.14
8677,18,2024-06-27,2024-07-01,95582.56
8678,47,2024-08-29,2024-09-08,5918.24
8679,96,2023-02-17,2023-02-24,42705.63
8680,99,2023-08-28,2023-09-01,3912.3
8681,18,2023-10-26,2023-11-01,29277.54
8682,91,2023-02-16,2023-02-23,77074.97
8683,43,2023-01-04,2023-01-11,99422.14
8684,14,2024-11-09,2024-11-16,117639.59
8685,76,2024-08-01,2024-08-04,35663.54
8686,75,2024-08-06,2024-08-10,60387.89
8687,21,2024-09-14,2024-09-23,144099.25
8688,92,2024-09-02,2024-09-10,84033.41
8689,84,2023-05-22,2023-05-29,114335.74
8690,62,2024-06-20,2024-06-27,36742.48
8691,48,2023-04-14,2023-04-20,121098.03
8692,24,2023-08-05,2023-08-12,23054.53
8693,86,2024-10-13,2024-10-22,51361.87
8694,34,2023-02-05,2023-02-14,61780.23
8695,58,2024-01-15,2024-01-18,39774.78
8696,59,2024-08-28,2024-09-01,9192.16
8697,70,2023-04-14,2023-04-20,97768.96
8698,100,2024-12-06,2024-12-14,10051.56
8699,61,2024-10-09,2024-10-18,20273.12
8700,70,2024-04-18,2024-04-22,63030.88
8701,100,2024-09-23,2024-09-29,12814.88
8702,69,2024-02-11,2024-02-15,48775.02
8703,73,2024-07-03,2024-07-08,143539.52
8704,77,2024-04-07,2024-04-17,125016.48
8705,64,2024-06-18,2024-06-21,19820.64
8706,45,2023-04-03,2023-04-08,105646.62
8707,26,2024-05-14,2024-05-18,54664.44
8708,56,2023-03-01,2023-03-04,52522.44
8709,87,2023-07-28,2023-08-03,57372.21
8710,20,2023-02-28,2023-03-07,49272.66
8711,74,2023-02-10,2023-02-14,152415.72
8712,50,2023-05-18,2023-05-25,37109.18
8713,93,2023-08-18,2023-08-25,6823.04
8714,14,2024-03-09,2024-03-13,105318.04
8715,83,2023-08-20,2023-08-23,41422.3
8716,81,2024-02-05,2024-02-12,64344.96
8717,37,2023-12-09,2023-12-16,84815.54
8718,24,2024-03-21,2024-03-30,82550.46
8719,33,2024-02-12,2024-02-22,115702.09
8720,71,2024-12-17,2024-12-21,33340.7
8721,70,2023-12-01,2023-12-04,82910.64
8722,36,2024-04-10,2024-04-14,60746.09
8723,20,2024-07-13,2024-07-20,212518.95
8724,19,2024-06-23,2024-07-03,105758.28
8725,63,2024-07-20,2024-07-24,72544.84
8726,72,2024-06-14,2024-06-17,98520.93
8727,7,2023-05-26,2023-06-01,97352.5
8728,79,2024-06-15,2024-06-25,133977.33
8729,5,2024-07-22,2024-07-28,78561.44
8730,34,2023-05-03,2023-05-13,95067.84
8731,73,2023-06-11,2023-06-16,163048.22
8732,19,2024-05-01,2024-05-06,24455.68
8733,28,2024-11-21,2024-11-26,91098.29
8734,100,2023-07-23,2023-07-28,101302.52
8735,33,2024-09-11,2024-09-15,73893.07
8736,48,2024-10-04,2024-10-12,7745.25
8737,44,2024-11-27,2024-12-04,56377.04
8738,40,2023-03-25,2023-03-31,199416.55
8739,21,2024-12-16,2024-12-24,12121.2
8740,89,2024-02-11,2024-02-18,129593.53
8741,28,2024-11-25,2024-11-30,70463.19
8742,89,2024-08-10,2024-08-18,147765.76
8743,13,2024-05-28,2024-06-05,73741.28
8744,75,2023-08-11,2023-08-20,181668.85
8745,91,2023-09-26,2023-10-04,113991.11
8746,85,2024-01-02,2024-01-08,160802.72
8747,24,2024-10-25,2024-11-02,60238.48
8748,5,2023-05-11,2023-05-15,53513.66
8749,100,2023-09-12,2023-09-18,68367.06
8750,53,2024-01-31,2024-02-03,101567.11
8751,40,2023-11-07,2023-11-10,26907.04
8752,9,2024-04-29,2024-05-08,69393.89
8753,89,2023-11-26,2023-12-01,37554.13
8754,18,2024-06-30,2024-07-09,85638.06
8755,22,2023-06-08,2023-06-15,95543.24
8756,63,2023-10-12,2023-10-15,107249.97
8757,66,2023-03-26,2023-03-30,73475.87
8758,74,2023-07-05,2023-07-13,38312.19
8759,9,2023-04-29,2023-05-07,62696.44
8760,84,2023-07-28,2023-08-01,58091.6
8761,11,2024-12-13,2024-12-22,65886.68
8762,10,2024-10-21,2024-10-24,81993.48
8763,84,2024-06-24,2024-07-04,153359.28
8764,81,2024-04-06,2024-04-11,107896.7
8765,37,2023-04-23,2023-04-27,78585.58
8766,85,2023-02-09,2023-02-13,53586.64
8767,56,2024-08-13,2024-08-23,93298.95
8768,85,2024-06-07,2024-06-11,96769.4
8769,86,2023-06-14,2023-06-20,72325.55
8770,41,2023-12-07,2023-12-13,25832.1
8771,93,2024-11-19,2024-11-29,4671.12
8772,95,2023-09-17,2023-09-20,75599.51
8773,89,2023-05-16,2023-05-22,112746.72
8774,38,2023-07-27,2023-07-31,70626.37
8775,91,2023-08-30,2023-09-06,123501.86
8776,87,2024-02-16,2024-02-23,117293.6
8777,42,2024-06-03,2024-06-06,78136.17
8778,74,2024-07-19,2024-07-25,65560.13
8779,62,2024-07-05,2024-07-12,23225.06
8780,83,2023-03-13,2023-03-22,10049.6
8781,69,2024-10-03,2024-10-07,79543.32
8782,82,2024-01-21,2024-01-31,133379.44
8783,43,2024-05-28,2024-06-03,116008.68
8784,99,2023-03-20,2023-03-25,16204.72
8785,3,2024-11-03,2024-11-13,160206.84
8786,11,2023-11-25,2023-11-30,57164.74
8787,100,2024-06-21,2024-06-24,73507.2
8788,33,2023-02-05,2023-02-10,75564.18
8789,27,2023-06-08,2023-06-18,15637.3
8790,69,2024-10-12,2024-10-16,142455.79
8791,29,2024-09-30,2024-10-08,25054.48
8792,7,2024-04-13,2024-04-16,69428.85
8793,51,2024-08-16,2024-08-21,183765.76
8794,5,2023-12-02,2023-12-11,45057.28
8795,20,2024-12-06,2024-12-15,163851.2
8796,70,2023-08-24,2023-08-29,72597.47
8797,72,2023-05-27,2023-06-01,86338.04
8798,66,2024-09-04,2024-09-07,120803.08
8799,94,2024-01-11,2024-01-17,104394.94
8800,48,2024-02-11,2024-02-17,5034.24
8801,62,2024-10-10,2024-10-14,30168.57
8802,9,2024-10-25,2024-11-01,29668.14
8803,48,2023-10-27,2023-11-06,12124.08
8804,76,2024-01-08,2024-01-12,7086.24
8805,70,2024-09-22,2024-09-28,38272.17
8806,78,2024-07-04,2024-07-14,161181.76
8807,64,2024-06-24,2024-07-04,47162.88
8808,8,2024-10-25,2024-10-28,10563.16
8809,55,2023-10-18,2023-10-25,30103.83
8810,31,2023-09-03,2023-09-13,31429.62
8811,75,2024-05-22,2024-05-25,98143.56
8812,54,2024-11-16,2024-11-22,108098.96
8813,74,2023-09-06,2023-09-11,98117.92
8814,89,2023-11-22,2023-11-27,179715.91
8815,30,2023-06-30,2023-07-10,45978.8
8816,4,2024-07-24,2024-08-03,4189.48
8817,94,2024-03-12,2024-03-19,69502.71
8818,61,2024-09-01,2024-09-05,56487.87
8819,37,2023-12-27,2023-12-31,49284.0
8820,53,2023-03-14,2023-03-18,4557.15
8821,2,2024-05-06,2024-05-10,43413.12
8822,42,2023-02-12,2023-02-16,27002.97
8823,12,2024-03-17,2024-03-26,90090.07
8824,11,2024-03-14,2024-03-18,113923.77
8825,96,2024-12-13,2024-12-20,21354.32
8826,22,2023-05-29,2023-06-01,76288.71
8827,13,2024-08-09,2024-08-16,197442.6
8828,83,2024-12-17,2024-12-23,116402.02
8829,58,2023-05-26,2023-05-30,53271.27
8830,42,2023-09-03,2023-09-11,84302.96
8831,39,2023-04-27,2023-05-04,112602.45
8832,47,2024-03-22,2024-03-29,2587.62
8833,61,2023-07-31,2023-08-04,41768.6
8834,26,2023-12-20,2023-12-29,58261.86
8835,33,2023-07-11,2023-07-16,109035.6
8836,60,2023-05-27,2023-06-01,10206.0
8837,63,2024-07-15,2024-07-21,90553.98
8838,19,2023-04-22,2023-04-27,171063.86
8839,97,2023-06-02,2023-06-11,34273.2
8840,53,2024-06-07,2024-06-11,109153.94
8841,37,2024-05-04,2024-05-08,131969.14
8842,62,2023-09-30,2023-10-10,70688.2
8843,14,2024-08-19,2024-08-29,175650.96
8844,36,2023-10-28,2023-10-31,38976.91
8845,40,2024-04-27,2024-05-05,45959.44
8846,78,2024-10-20,2024-10-24,67801.44
8847,73,2024-11-27,2024-12-05,200593.21
8848,81,2023-05-14,2023-05-18,57948.93
8849,54,2024-09-29,2024-10-02,82443.95
8850,27,2024-02-23,2024-03-04,7429.28
8851,37,2024-03-25,2024-04-02,101288.47
8852,35,2024-08-02,2024-08-11,41158.88
8853,19,2023-06-05,2023-06-15,61791.96
8854,69,2024-02-03,2024-02-11,51332.61
8855,73,2023-07-02,2023-07-05,108034.6
8856,62,2023-02-25,2023-03-04,124497.9
8857,82,2023-01-20,2023-01-23,90788.7
8858,58,2024-02-21,2024-03-01,18859.68
8859,58,2023-03-27,2023-04-05,58402.76
8860,70,2023-02-06,2023-02-14,107412.52
8861,65,2023-02-11,2023-02-16,92505.8
8862,33,2023-12-28,2024-01-04,41598.72
8863,26,2023-07-19,2023-07-24,76212.0
8864,96,2023-12-17,2023-12-23,45998.4
8865,29,2023-04-13,2023-04-23,97937.54
8866,22,2024-05-13,2024-05-19,25827.46
8867,4,2023-01-16,2023-01-26,91760.93
8868,10,2023-04-05,2023-04-15,13937.64
8869,94,2024-03-04,2024-03-13,52518.32
8870,52,2023-08-06,2023-08-13,37175.0
8871,7,2023-05-28,2023-06-04,157937.35
8872,16,2024-12-12,2024-12-18,11545.85
8873,95,2023-12-05,2023-12-12,75720.04
8874,17,2023-02-25,2023-03-07,128197.54
8875,85,2024-02-04,2024-02-13,39616.5
8876,25,2023-10-27,2023-11-04,52985.24
8877,51,2023-02-07,2023-02-12,31906.74
8878,8,2023-04-12,2023-04-16,105787.23
8879,57,2023-01-25,2023-02-03,56634.72
8880,51,2024-09-29,2024-10-04,16617.96
8881,15,2023-02-25,2023-03-01,189815.46
8882,30,2024-08-09,2024-08-17,11499.6
8883,93,2024-06-22,2024-06-25,55948.37
8884,83,2024-07-06,2024-07-16,54333.84
8885,13,2024-10-14,2024-10-20,114941.42
8886,68,2023-03-13,2023-03-21,19612.8
8887,85,2024-02-10,2024-02-20,64164.94
8888,17,2024-01-05,2024-01-14,42845.37
8889,3,2023-09-11,2023-09-15,14761.44
8890,43,2023-06-12,2023-06-15,68891.5
8891,75,2024-12-13,2024-12-23,36567.43
8892,38,2023-09-04,2023-09-08,68785.27
8893,26,2023-07-12,2023-07-17,18123.7
8894,23,2024-06-03,2024-06-12,23570.18
8895,49,2024-03-30,2024-04-08,67653.44
8896,21,2023-08-18,2023-08-26,123802.1
8897,82,2024-01-19,2024-01-22,132481.13
8898,5,2024-01-11,2024-01-19,7435.44
8899,93,2024-10-01,2024-10-05,37836.68
8900,86,2023-11-22,2023-11-25,61645.14
8901,25,2023-02-04,2023-02-07,137929.68
8902,32,2023-06-17,2023-06-22,38345.11
8903,14,2023-09-03,2023-09-09,98882.16
8904,62,2024-09-20,2024-09-29,154338.51
8905,19,2023-04-26,2023-05-06,103934.31
8906,47,2023-05-17,2023-05-27,137050.42
8907,49,2024-06-18,2024-06-25,94749.6
8908,12,2024-10-21,2024-10-28,27724.45
8909,5,2024-05-08,2024-05-17,73394.44
8910,19,2023-08-22,2023-08-28,66023.72
8911,99,2023-04-05,2023-04-09,82453.94
8912,57,2024-05-22,2024-05-27,94571.89
8913,91,2024-05-06,2024-05-10,85178.13
8914,78,2023-07-15,2023-07-25,110550.32
8915,32,2024-08-19,2024-08-26,16425.72
8916,58,2023-11-16,2023-11-19,39345.18
8917,35,2024-10-17,2024-10-25,69642.15
8918,10,2024-02-05,2024-02-12,79619.62
8919,6,2023-07-16,2023-07-24,19139.84
8920,59,2023-12-24,2023-12-27,73062.39
8921,70,2023-01-10,2023-01-20,17697.26
8922,58,2024-10-25,2024-10-30,21842.19
8923,44,2024-09-06,2024-09-11,133141.43
8924,5,2023-07-27,2023-08-05,22409.4
8925,95,2023-10-06,2023-10-12,105755.2
8926,29,2024-09-29,2024-10-04,172630.0
8927,96,2024-12-17,2024-12-27,16387.47
8928,90,2024-05-28,2024-06-01,132667.27
8929,66,2024-03-26,2024-03-31,149861.82
8930,33,2024-06-01,2024-06-08,110251.11
8931,99,2024-06-04,2024-06-12,31473.6
8932,98,2024-11-15,2024-11-18,53983.08
8933,48,2023-03-25,2023-03-30,37893.69
8934,51,2024-01-25,2024-01-30,76292.6
8935,14,2023-01-03,2023-01-09,39950.27
8936,9,2024-05-28,2024-05-31,51597.44
8937,57,2024-03-31,2024-04-08,12078.36
8938,9,2024-10-26,2024-11-01,49330.62
8939,2,2023-02-25,2023-03-07,114297.24
8940,93,2023-01-25,2023-02-02,196688.25
8941,34,2024-06-26,2024-06-30,66592.8
8942,57,2023-03-05,2023-03-08,30290.48
8943,81,2024-04-12,2024-04-19,96785.2
8944,37,2024-07-21,2024-07-31,105376.9
8945,26,2023-07-03,2023-07-11,25502.88
8946,21,2024-02-01,2024-02-07,4092.2
8947,91,2023-11-27,2023-11-30,12542.4
8948,56,2024-11-28,2024-12-07,59994.52
8949,74,2023-03-14,2023-03-22,51883.44
8950,67,2024-07-26,2024-08-03,78758.76
8951,71,2024-06-29,2024-07-07,35002.88
8952,89,2024-09-21,2024-09-27,36845.37
8953,1,2023-05-31,2023-06-07,38401.93
8954,24,2024-12-01,2024-12-11,97738.46
8955,4,2024-01-16,2024-01-24,65996.79
8956,92,2023-04-15,2023-04-22,74031.65
8957,90,2024-11-19,2024-11-22,59080.32
8958,15,2024-01-31,2024-02-05,52162.03
8959,99,2024-11-13,2024-11-17,124320.82
8960,20,2023-08-16,2023-08-23,183234.71
8961,25,2023-08-29,2023-09-03,111889.31
8962,8,2024-02-06,2024-02-09,41476.46
8963,8,2023-12-17,2023-12-22,87016.45
8964,13,2024-08-10,2024-08-18,133510.6
8965,25,2024-01-12,2024-01-19,143852.93
8966,75,2023-10-26,2023-10-29,8562.56
8967,80,2024-05-18,2024-05-26,117559.08
8968,23,2023-11-18,2023-11-23,14862.39
8969,54,2024-08-29,2024-09-05,64607.39
8970,12,2023-10-24,2023-10-27,99046.86
8971,36,2024-07-05,2024-07-13,17082.6
8972,63,2023-12-29,2024-01-05,74565.16
8973,82,2023-01-29,2023-02-08,53200.14
8974,42,2023-04-13,2023-04-18,20499.12
8975,62,2023-10-31,2023-11-05,37939.92
8976,91,2024-09-23,2024-09-29,11248.37
8977,31,2023-12-13,2023-12-17,58329.6
8978,52,2023-10-06,2023-10-14,15810.98
8979,47,2024-07-21,2024-07-26,21437.06
8980,30,2024-08-06,2024-08-10,86318.88
8981,16,2023-05-30,2023-06-03,83303.46
8982,89,2023-05-22,2023-05-25,84205.44
8983,35,2024-07-16,2024-07-19,192465.58
8984,52,2023-04-15,2023-04-21,54527.53
8985,82,2024-04-11,2024-04-18,9070.92
8986,55,2024-10-08,2024-10-16,26995.4
8987,47,2023-03-05,2023-03-14,110303.06
8988,69,2023-04-13,2023-04-22,71951.47
8989,42,2023-06-12,2023-06-22,53832.09
8990,63,2023-07-28,2023-08-01,117805.93
8991,32,2023-03-08,2023-03-11,54362.64
8992,65,2023-08-19,2023-08-27,257748.53
8993,47,2024-02-19,2024-02-25,103909.43
8994,99,2024-08-10,2024-08-13,71356.02
8995,84,2023-06-26,2023-06-30,8551.84
8996,39,2024-10-30,2024-11-05,105557.64
