po_id,supplier_id,order_date,expected_delivery,total_amount,status
2433,8,2023-07-28,2023-08-11,63782.81,Completed
2434,15,2023-05-10,2023-05-24,160276.62,Delayed
2435,15,2024-11-21,2024-11-26,161267.5,Delayed
2436,20,2024-10-27,2024-11-08,129590.38,Delayed
2437,2,2024-05-30,2024-06-13,67235.68,Delayed
2438,9,2024-06-07,2024-06-12,92456.82,Delayed
2439,18,2024-03-26,2024-04-03,120911.68,Completed
2440,7,2023-12-10,2023-12-21,52402.17,Delayed
2441,16,2024-03-12,2024-03-23,138974.14,Pending
2442,6,2023-05-24,2023-05-29,81981.79,Completed
2443,8,2023-11-24,2023-11-30,159444.07,Delayed
2444,16,2023-04-25,2023-05-07,103657.19,Completed
2445,13,2023-05-03,2023-05-18,61413.64,Pending
2446,11,2024-02-19,2024-02-28,133915.19,Completed
2447,6,2023-02-02,2023-02-08,135289.62,Pending
2448,2,2024-07-17,2024-07-23,112009.56,Completed
2449,20,2023-06-23,2023-07-01,164329.54,Completed
2450,7,2023-01-13,2023-01-27,143681.3,Pending
2451,15,2023-12-11,2023-12-17,119993.77,Completed
2452,14,2024-11-01,2024-11-10,142105.83,Delayed
2453,16,2024-08-08,2024-08-13,144843.17,Pending
2454,4,2023-02-07,2023-02-13,85430.21,Pending
2455,6,2023-04-25,2023-05-06,58227.25,Pending
2456,14,2024-03-25,2024-03-31,129484.6,Completed
2457,6,2023-05-30,2023-06-06,63334.39,Delayed
2458,14,2024-04-07,2024-04-12,116999.36,Delayed
2459,16,2023-04-08,2023-04-21,71706.45,Delayed
2460,18,2024-12-08,2024-12-18,198175.37,Pending
2461,4,2023-04-20,2023-05-03,75889.75,Delayed
2462,12,2023-12-25,2024-01-05,130791.56,Completed
2463,13,2023-01-19,2023-01-26,169861.15,Pending
2464,15,2023-02-11,2023-02-19,79235.4,Pending
2465,15,2023-01-06,2023-01-19,116382.4,Completed
2466,20,2024-06-30,2024-07-13,81832.81,Completed
2467,20,2023-09-16,2023-09-21,135652.41,Completed
2468,9,2023-08-17,2023-08-26,158978.33,Completed
2469,1,2024-12-21,2024-12-28,111405.85,Delayed
2470,7,2023-12-28,2024-01-08,72702.57,Delayed
2471,6,2023-02-12,2023-02-18,115571.01,Delayed
2472,1,2024-02-14,2024-02-24,112879.92,Delayed
2473,10,2024-09-25,2024-10-08,169762.67,Pending
2474,9,2024-10-16,2024-10-29,159319.44,Delayed
2475,13,2023-07-25,2023-08-05,68957.43,Pending
2476,15,2023-10-10,2023-10-23,144038.78,Completed
2477,15,2024-04-04,2024-04-12,52081.12,Pending
2478,16,2023-06-16,2023-07-01,130659.87,Delayed
2479,19,2024-11-22,2024-11-27,130008.42,Completed
2480,6,2024-06-07,2024-06-18,138433.11,Pending
2481,17,2024-05-30,2024-06-12,194076.52,Completed
2482,2,2023-06-18,2023-07-01,85295.31,Pending
2483,1,2024-12-21,2025-01-04,51986.08,Delayed
2484,7,2024-03-11,2024-03-25,136798.74,Completed
2485,15,2024-09-30,2024-10-07,79134.64,Delayed
2486,18,2024-09-22,2024-10-01,148580.99,Pending
2487,18,2024-11-24,2024-12-07,158902.75,Pending
2488,6,2024-03-31,2024-04-13,176181.68,Delayed
2489,19,2023-09-23,2023-10-08,149016.57,Delayed
2490,6,2023-12-17,2023-12-28,191552.57,Completed
2491,2,2024-02-18,2024-02-26,83572.09,Delayed
2492,1,2024-07-19,2024-07-25,123512.03,Completed
2493,13,2023-10-18,2023-10-27,119918.0,Pending
2494,20,2023-05-17,2023-05-31,183415.84,Completed
2495,12,2023-05-15,2023-05-24,76657.47,Pending
2496,6,2023-10-28,2023-11-11,80632.8,Pending
2497,12,2024-01-11,2024-01-24,151265.2,Completed
2498,5,2024-02-09,2024-02-18,166087.71,Delayed
2499,6,2024-11-28,2024-12-11,130144.13,Completed
2500,2,2024-08-09,2024-08-24,128002.89,Completed
2501,17,2023-07-07,2023-07-12,183808.2,Delayed
2502,6,2023-01-22,2023-02-05,66937.46,Delayed
2503,2,2024-05-02,2024-05-16,199838.12,Completed
2504,7,2023-07-20,2023-07-30,152208.44,Pending
2505,3,2023-01-06,2023-01-15,165021.94,Delayed
2506,12,2024-07-20,2024-07-26,172764.57,Completed
2507,20,2023-11-06,2023-11-15,54135.14,Pending
2508,14,2023-05-30,2023-06-14,107222.86,Delayed
2509,14,2024-07-28,2024-08-08,60080.62,Completed
2510,14,2024-04-19,2024-04-28,66586.21,Pending
2511,17,2023-05-24,2023-06-08,128697.49,Completed
2512,6,2023-04-07,2023-04-17,187057.2,Delayed
2513,2,2024-11-12,2024-11-19,169862.87,Completed
2514,11,2024-04-25,2024-04-30,183722.7,Delayed
2515,11,2024-06-12,2024-06-27,161927.97,Pending
2516,20,2024-02-09,2024-02-15,188351.36,Delayed
2517,9,2023-09-21,2023-09-27,136055.7,Pending
2518,17,2024-04-07,2024-04-17,182104.05,Pending
2519,16,2024-07-21,2024-07-29,80351.0,Completed
2520,11,2024-04-27,2024-05-07,133648.12,Pending
2521,10,2023-11-27,2023-12-07,155422.6,Delayed
2522,2,2023-01-08,2023-01-20,61970.92,Pending
2523,10,2024-12-01,2024-12-10,111505.8,Delayed
2524,8,2024-12-05,2024-12-17,183619.03,Delayed
2525,5,2024-01-20,2024-02-02,59763.88,Completed
2526,4,2023-11-12,2023-11-26,88968.99,Pending
2527,19,2024-02-10,2024-02-19,149589.46,Completed
2528,10,2024-07-15,2024-07-26,165579.71,Delayed
2529,1,2023-11-24,2023-12-06,109825.43,Pending
2530,5,2024-08-16,2024-08-28,138754.41,Completed
2531,5,2024-11-14,2024-11-19,197856.57,Delayed
2532,11,2023-12-24,2024-01-08,92286.43,Pending
2533,15,2023-09-19,2023-09-24,164733.39,Completed
2534,20,2024-05-04,2024-05-12,171785.92,Delayed
2535,5,2024-12-13,2024-12-25,101649.64,Delayed
2536,5,2024-09-26,2024-10-08,99463.26,Pending
2537,12,2024-01-07,2024-01-13,154610.38,Delayed
2538,19,2023-04-26,2023-05-01,67446.4,Delayed
2539,11,2024-06-03,2024-06-17,112204.93,Pending
2540,8,2024-12-14,2024-12-20,105512.49,Delayed
2541,19,2023-03-23,2023-03-29,193832.44,Delayed
2542,18,2023-07-17,2023-07-25,171033.2,Delayed
2543,6,2023-12-30,2024-01-10,106618.33,Completed
2544,13,2024-07-19,2024-07-27,63637.91,Completed
2545,20,2023-09-07,2023-09-15,183493.17,Delayed
2546,7,2024-01-07,2024-01-14,173518.99,Completed
2547,6,2023-09-17,2023-10-01,194859.37,Pending
2548,15,2023-02-13,2023-02-24,106902.32,Pending
2549,17,2024-06-26,2024-07-08,77613.02,Pending
2550,7,2023-06-16,2023-06-30,97553.71,Pending
2551,17,2024-11-01,2024-11-07,120262.01,Completed
2552,13,2023-09-22,2023-10-02,89705.84,Delayed
2553,9,2024-07-11,2024-07-21,113470.28,Pending
2554,17,2024-05-29,2024-06-06,79819.78,Delayed
2555,5,2024-12-05,2024-12-11,141863.56,Pending
2556,14,2024-06-18,2024-06-29,164726.01,Delayed
2557,8,2024-03-04,2024-03-12,90705.86,Delayed
2558,9,2023-10-15,2023-10-27,161772.6,Delayed
2559,3,2024-01-05,2024-01-19,61627.86,Pending
2560,15,2024-05-05,2024-05-16,187509.63,Completed
2561,4,2024-08-31,2024-09-09,172613.91,Pending
2562,11,2024-02-20,2024-02-25,103333.48,Delayed
2563,14,2024-11-05,2024-11-14,135048.51,Delayed
2564,6,2023-03-28,2023-04-07,119623.69,Pending
2565,3,2023-10-29,2023-11-05,141689.26,Pending
2566,12,2024-01-27,2024-02-10,128559.44,Pending
2567,2,2024-10-03,2024-10-14,80892.92,Delayed
2568,4,2024-02-10,2024-02-22,172169.1,Delayed
2569,3,2023-05-04,2023-05-19,124198.14,Completed
2570,19,2023-08-03,2023-08-18,187454.91,Delayed
2571,5,2023-09-10,2023-09-15,178116.75,Delayed
2572,7,2023-10-09,2023-10-21,158308.38,Delayed
2573,14,2023-12-16,2023-12-26,77319.4,Pending
2574,10,2024-06-21,2024-07-06,56626.36,Completed
2575,11,2023-02-04,2023-02-13,181447.22,Completed
2576,15,2024-09-18,2024-09-27,183522.04,Pending
2577,19,2023-09-14,2023-09-28,87200.33,Pending
2578,16,2024-10-14,2024-10-23,93822.47,Completed
2579,20,2023-04-23,2023-04-29,104987.39,Completed
2580,5,2023-02-21,2023-03-04,151405.0,Delayed
2581,1,2024-02-06,2024-02-20,66721.62,Pending
2582,1,2024-06-19,2024-06-30,190987.72,Delayed
2583,11,2024-04-20,2024-04-28,121021.48,Pending
2584,2,2024-12-09,2024-12-20,171027.39,Pending
2585,3,2024-09-25,2024-10-10,72407.35,Completed
2586,5,2024-11-03,2024-11-12,57871.55,Completed
2587,7,2024-09-30,2024-10-07,164321.72,Pending
2588,2,2024-03-18,2024-03-27,158024.32,Pending
2589,10,2024-04-21,2024-04-29,89830.7,Completed
2590,5,2023-08-13,2023-08-18,161908.28,Pending
2591,2,2024-12-16,2024-12-27,131477.69,Pending
2592,16,2023-08-16,2023-08-28,97351.94,Pending
2593,1,2024-02-24,2024-03-05,191133.8,Completed
2594,9,2024-01-29,2024-02-03,83692.34,Delayed
2595,17,2023-12-03,2023-12-12,164895.39,Delayed
2596,15,2024-08-02,2024-08-12,167601.45,Pending
2597,19,2024-06-13,2024-06-22,70877.56,Completed
2598,1,2023-01-28,2023-02-12,177645.74,Pending
2599,14,2024-02-16,2024-02-29,59936.28,Delayed
2600,14,2023-10-09,2023-10-23,180621.5,Pending
2601,5,2023-12-04,2023-12-15,99676.7,Delayed
2602,17,2024-11-23,2024-11-29,89963.8,Completed
2603,3,2024-04-15,2024-04-28,102575.34,Completed
2604,4,2023-01-21,2023-01-31,197953.74,Delayed
2605,11,2023-12-27,2024-01-08,125262.98,Pending
2606,19,2024-10-27,2024-11-01,195402.06,Completed
2607,10,2024-07-06,2024-07-15,122464.21,Completed
2608,12,2024-12-17,2024-12-28,142072.26,Completed
2609,19,2023-12-03,2023-12-17,186002.15,Pending
2610,15,2023-04-28,2023-05-10,70419.27,Delayed
2611,3,2024-08-03,2024-08-15,62316.13,Delayed
2612,1,2023-08-16,2023-08-23,103291.4,Completed
2613,16,2023-12-30,2024-01-14,111432.62,Pending
2614,4,2023-07-14,2023-07-28,80786.42,Completed
2615,4,2023-02-07,2023-02-13,93402.93,Completed
2616,11,2024-03-12,2024-03-27,99727.33,Delayed
2617,18,2023-05-11,2023-05-24,124697.3,Completed
2618,5,2024-05-04,2024-05-17,128654.8,Delayed
2619,14,2023-08-09,2023-08-18,106698.03,Pending
2620,9,2024-12-02,2024-12-12,197699.59,Completed
2621,3,2023-10-10,2023-10-16,60576.87,Delayed
2622,10,2023-08-14,2023-08-29,141321.77,Delayed
2623,12,2023-01-23,2023-02-03,157536.6,Pending
2624,12,2024-07-10,2024-07-15,106915.38,Pending
2625,2,2023-09-21,2023-10-05,116560.65,Pending
2626,8,2023-04-24,2023-05-07,194071.21,Completed
2627,5,2023-10-12,2023-10-19,183100.1,Pending
2628,2,2024-01-19,2024-02-01,54471.29,Completed
2629,2,2024-11-12,2024-11-25,53025.44,Delayed
2630,4,2023-03-07,2023-03-19,152880.08,Pending
2631,1,2023-12-16,2023-12-29,63114.23,Delayed
2632,8,2024-03-03,2024-03-08,186899.95,Delayed
2633,2,2024-09-12,2024-09-18,76700.73,Delayed
2634,16,2023-01-26,2023-02-06,59477.47,Delayed
2635,7,2023-09-18,2023-09-29,154559.38,Delayed
2636,14,2024-06-14,2024-06-20,124849.17,Completed
2637,10,2023-02-09,2023-02-24,191755.05,Delayed
2638,7,2024-01-26,2024-02-07,159302.84,Delayed
2639,18,2024-09-08,2024-09-16,165437.69,Pending
2640,6,2024-05-28,2024-06-10,79700.93,Completed
2641,20,2024-11-06,2024-11-19,139032.85,Completed
2642,2,2024-07-02,2024-07-11,65875.67,Pending
2643,4,2023-08-25,2023-09-06,59844.04,Completed
2644,6,2023-11-02,2023-11-07,186769.39,Delayed
2645,3,2024-11-20,2024-11-27,156112.25,Pending
2646,12,2023-07-02,2023-07-14,77643.28,Delayed
2647,18,2023-07-25,2023-08-03,179636.67,Completed
2648,11,2024-09-23,2024-10-06,178074.41,Pending
2649,15,2024-05-01,2024-05-15,158820.5,Completed
2650,11,2023-11-17,2023-11-25,67257.9,Pending
2651,3,2023-06-15,2023-06-28,178191.38,Completed
2652,10,2023-04-23,2023-05-02,180821.76,Completed
2653,13,2023-10-27,2023-11-11,56606.56,Pending
2654,6,2024-06-13,2024-06-23,150584.98,Delayed
2655,3,2024-02-06,2024-02-15,113006.19,Pending
2656,16,2023-03-07,2023-03-18,90062.49,Pending
2657,6,2024-04-09,2024-04-15,178526.94,Completed
2658,11,2023-03-18,2023-03-28,144485.59,Pending
2659,2,2024-01-02,2024-01-10,153122.34,Delayed
2660,7,2023-01-23,2023-02-04,169547.49,Pending
2661,9,2024-03-12,2024-03-24,174890.85,Completed
2662,2,2024-01-30,2024-02-08,158953.32,Completed
2663,15,2023-12-14,2023-12-29,165538.93,Pending
2664,3,2024-06-15,2024-06-29,89394.03,Completed
2665,12,2023-06-18,2023-06-26,53464.02,Pending
2666,11,2024-05-23,2024-06-04,152209.41,Completed
2667,16,2024-04-19,2024-05-04,61497.7,Pending
2668,12,2023-07-23,2023-07-31,94615.75,Completed
2669,7,2024-02-25,2024-03-02,164311.85,Delayed
2670,2,2023-11-18,2023-12-01,70683.26,Completed
2671,5,2023-11-29,2023-12-12,103170.09,Pending
2672,16,2024-11-27,2024-12-11,135010.69,Pending
2673,9,2023-06-12,2023-06-25,100151.14,Pending
2674,20,2023-09-27,2023-10-10,159806.05,Completed
2675,6,2024-09-06,2024-09-15,121371.94,Completed
2676,11,2023-09-06,2023-09-16,91075.11,Pending
2677,9,2023-10-22,2023-10-27,75220.54,Completed
2678,17,2023-12-14,2023-12-24,100445.14,Completed
2679,16,2023-03-20,2023-04-04,114335.71,Completed
2680,13,2024-01-11,2024-01-23,92055.09,Completed
2681,17,2023-08-25,2023-09-07,160283.25,Completed
2682,15,2023-12-07,2023-12-13,178395.63,Completed
2683,1,2024-03-23,2024-04-04,116388.81,Completed
2684,9,2023-02-13,2023-02-24,111553.73,Pending
2685,12,2023-08-23,2023-09-01,56597.69,Pending
2686,4,2023-06-19,2023-06-28,106102.03,Pending
2687,7,2024-12-02,2024-12-13,62667.08,Delayed
2688,19,2023-11-24,2023-12-09,60921.03,Pending
2689,17,2024-04-30,2024-05-13,78847.96,Completed
2690,15,2023-05-20,2023-06-04,112179.29,Delayed
2691,15,2024-01-20,2024-01-29,176298.91,Completed
2692,17,2024-08-05,2024-08-15,53227.99,Delayed
2693,10,2024-10-13,2024-10-18,57392.2,Delayed
2694,19,2023-08-28,2023-09-09,78242.67,Completed
2695,17,2024-06-23,2024-07-04,170521.52,Delayed
2696,9,2023-08-12,2023-08-26,55998.61,Completed
2697,5,2023-06-27,2023-07-12,124718.9,Delayed
2698,7,2024-10-22,2024-11-01,112250.56,Pending
2699,9,2023-02-21,2023-03-01,176457.57,Completed
2700,7,2024-04-10,2024-04-21,108144.59,Completed
2701,9,2023-03-19,2023-03-26,102100.36,Delayed
2702,20,2024-11-23,2024-12-01,50572.28,Completed
2703,14,2023-09-18,2023-09-23,144923.39,Completed
2704,8,2023-07-26,2023-08-01,116706.56,Completed
2705,3,2024-08-07,2024-08-12,76554.34,Completed
2706,1,2024-12-19,2024-12-30,186548.1,Completed
2707,13,2023-01-29,2023-02-11,181457.59,Completed
2708,1,2024-07-21,2024-08-05,51480.29,Pending
2709,9,2024-04-28,2024-05-07,139604.34,Pending
2710,7,2023-04-06,2023-04-18,157637.5,Completed
2711,17,2024-03-26,2024-04-03,148536.55,Pending
2712,20,2024-10-31,2024-11-05,168194.84,Completed
2713,10,2024-03-04,2024-03-17,195966.92,Completed
2714,1,2024-03-08,2024-03-18,174526.45,Delayed
2715,3,2023-08-19,2023-08-30,68913.83,Delayed
2716,13,2024-03-18,2024-03-30,192443.32,Completed
2717,8,2023-05-13,2023-05-19,58890.94,Pending
2718,16,2023-07-12,2023-07-19,109140.65,Delayed
2719,1,2023-09-23,2023-10-02,185120.28,Completed
2720,15,2024-07-31,2024-08-13,163753.43,Completed
2721,9,2024-05-19,2024-05-29,144696.73,Delayed
2722,1,2023-04-19,2023-04-24,170028.93,Completed
2723,7,2023-11-07,2023-11-14,81568.31,Pending
2724,16,2023-04-08,2023-04-16,75383.07,Completed
2725,11,2024-11-15,2024-11-28,154990.28,Delayed
2726,19,2023-08-12,2023-08-24,139308.21,Pending
2727,17,2024-08-26,2024-09-04,177211.22,Completed
2728,13,2023-04-12,2023-04-25,123711.88,Delayed
2729,2,2023-12-17,2023-12-26,119663.25,Completed
2730,15,2023-03-19,2023-03-25,65840.56,Delayed
2731,18,2024-11-13,2024-11-28,76737.79,Delayed
2732,5,2024-09-15,2024-09-24,112727.75,Pending
2733,3,2024-04-11,2024-04-24,86737.04,Delayed
2734,19,2024-11-16,2024-11-22,176775.36,Completed
2735,6,2024-02-20,2024-03-03,125607.62,Pending
2736,6,2023-02-26,2023-03-12,96029.44,Pending
2737,20,2024-02-17,2024-02-28,105235.78,Pending
2738,10,2023-12-30,2024-01-08,135379.38,Completed
2739,14,2023-02-05,2023-02-10,195228.46,Pending
2740,20,2023-04-11,2023-04-18,89639.24,Completed
2741,11,2024-04-09,2024-04-24,108602.43,Delayed
2742,7,2024-07-25,2024-08-09,173331.16,Delayed
2743,15,2024-03-25,2024-03-30,158370.1,Delayed
2744,14,2024-11-19,2024-12-01,156644.9,Delayed
2745,18,2024-09-27,2024-10-02,70436.13,Pending
2746,10,2024-03-26,2024-04-05,84776.66,Pending
2747,15,2024-05-14,2024-05-23,155963.07,Pending
2748,13,2024-07-16,2024-07-21,51725.28,Delayed
2749,18,2024-09-08,2024-09-19,117033.28,Pending
2750,12,2023-05-29,2023-06-12,168396.19,Completed
2751,18,2024-11-09,2024-11-14,143772.41,Delayed
2752,5,2023-12-16,2023-12-30,150166.85,Pending
2753,2,2024-10-08,2024-10-13,105751.56,Pending
2754,4,2024-03-16,2024-03-28,61456.27,Pending
2755,4,2023-03-14,2023-03-21,81983.81,Delayed
2756,16,2023-10-02,2023-10-14,187643.78,Pending
2757,3,2024-04-18,2024-04-29,141912.34,Completed
2758,10,2024-10-16,2024-10-26,184387.34,Delayed
2759,9,2023-10-23,2023-11-02,104172.56,Pending
2760,16,2024-02-04,2024-02-13,195892.58,Delayed
2761,16,2024-05-23,2024-06-01,162258.52,Completed
2762,12,2023-11-04,2023-11-09,121424.51,Delayed
2763,17,2024-03-26,2024-04-06,175236.8,Pending
2764,3,2023-06-17,2023-07-01,73541.53,Pending
2765,20,2024-04-04,2024-04-17,171626.29,Delayed
2766,15,2024-02-12,2024-02-23,155715.34,Delayed
2767,9,2024-11-15,2024-11-20,155889.6,Completed
2768,1,2024-12-02,2024-12-13,186786.41,Completed
2769,1,2023-01-16,2023-01-24,122976.82,Delayed
2770,15,2023-11-24,2023-12-06,168716.99,Delayed
2771,16,2023-09-13,2023-09-20,64329.8,Completed
2772,11,2024-04-12,2024-04-24,113360.46,Pending
2773,3,2023-06-24,2023-07-05,84909.56,Completed
2774,10,2023-12-28,2024-01-02,92837.74,Completed
2775,20,2024-03-28,2024-04-06,106730.41,Completed
2776,6,2023-04-24,2023-04-30,115957.57,Pending
2777,14,2023-08-15,2023-08-20,188962.4,Delayed
2778,4,2023-08-09,2023-08-18,176342.1,Completed
2779,12,2024-07-03,2024-07-12,154909.51,Pending
2780,20,2023-06-19,2023-06-30,85254.15,Delayed
2781,7,2024-06-25,2024-07-02,136588.66,Pending
2782,7,2024-08-20,2024-08-28,191238.11,Pending
2783,10,2023-09-03,2023-09-16,52489.0,Delayed
2784,19,2024-02-17,2024-03-02,56922.5,Completed
2785,3,2024-01-10,2024-01-23,67139.94,Pending
2786,1,2023-10-27,2023-11-03,119514.86,Completed
2787,12,2024-07-26,2024-08-08,91426.68,Pending
2788,17,2024-05-14,2024-05-26,161184.98,Delayed
2789,11,2024-03-24,2024-04-03,141629.78,Completed
2790,12,2023-05-24,2023-06-03,181049.76,Completed
2791,3,2023-06-20,2023-06-29,162457.96,Completed
2792,12,2024-06-14,2024-06-22,157817.1,Completed
2793,15,2023-02-09,2023-02-21,70228.74,Delayed
2794,10,2024-10-02,2024-10-16,186603.26,Completed
2795,2,2023-05-28,2023-06-10,184566.89,Completed
2796,6,2023-06-02,2023-06-07,193384.13,Pending
2797,2,2023-12-23,2023-12-29,77844.65,Completed
2798,13,2024-01-13,2024-01-27,106863.68,Pending
2799,3,2024-08-30,2024-09-06,97926.57,Completed
2800,7,2024-08-08,2024-08-22,120399.42,Delayed
2801,16,2024-04-12,2024-04-19,152577.87,Delayed
2802,12,2023-02-02,2023-02-15,76882.69,Completed
2803,20,2023-09-24,2023-10-02,182409.78,Pending
2804,12,2024-04-21,2024-04-29,109701.91,Pending
2805,5,2024-06-16,2024-06-25,148591.73,Completed
2806,2,2024-05-08,2024-05-23,199953.67,Completed
2807,4,2024-05-25,2024-06-08,51162.92,Completed
2808,16,2024-10-18,2024-10-26,158874.85,Pending
2809,14,2024-05-03,2024-05-11,176097.78,Pending
2810,19,2023-01-07,2023-01-14,137331.34,Pending
2811,12,2024-07-16,2024-07-27,103546.75,Completed
2812,17,2023-05-07,2023-05-13,151675.38,Pending
2813,2,2024-03-27,2024-04-04,133627.49,Delayed
2814,17,2024-10-15,2024-10-21,176971.6,Completed
2815,8,2023-03-19,2023-03-29,91015.41,Pending
2816,5,2024-06-24,2024-07-02,134137.56,Completed
2817,5,2023-01-31,2023-02-05,122851.25,Delayed
2818,10,2024-05-19,2024-05-29,107346.75,Pending
2819,3,2023-02-08,2023-02-16,77069.76,Delayed
2820,3,2023-04-11,2023-04-24,151522.09,Delayed
2821,15,2024-07-17,2024-07-31,105891.89,Pending
2822,14,2024-06-12,2024-06-26,188544.31,Completed
2823,8,2023-11-22,2023-12-03,179496.29,Delayed
2824,4,2024-10-24,2024-11-05,50045.93,Completed
2825,5,2024-08-09,2024-08-20,75236.72,Completed
2826,5,2024-04-02,2024-04-16,171422.14,Pending
2827,12,2023-08-24,2023-09-06,68795.4,Completed
2828,7,2023-06-26,2023-07-02,88161.92,Pending
2829,9,2023-01-14,2023-01-27,135596.79,Pending
2830,6,2023-02-07,2023-02-15,148010.58,Pending
2831,13,2023-08-23,2023-08-31,168579.23,Completed
2832,8,2023-08-11,2023-08-23,185118.54,Completed
2833,4,2024-04-05,2024-04-18,162497.29,Delayed
2834,2,2023-09-14,2023-09-29,194318.52,Delayed
2835,2,2023-02-14,2023-02-20,77353.3,Pending
2836,1,2024-06-29,2024-07-06,96462.93,Pending
2837,9,2024-10-09,2024-10-21,174901.99,Delayed
2838,20,2023-07-11,2023-07-23,181339.58,Pending
2839,18,2024-09-26,2024-10-04,197477.84,Completed
2840,5,2024-12-05,2024-12-15,164955.0,Delayed
2841,13,2023-05-22,2023-06-04,136550.58,Pending
2842,6,2023-01-23,2023-02-07,150426.82,Pending
2843,19,2024-05-15,2024-05-26,106699.2,Pending
2844,5,2024-09-04,2024-09-19,179329.28,Completed
2845,20,2023-05-10,2023-05-21,123302.36,Pending
2846,10,2024-01-17,2024-01-29,63521.27,Pending
2847,16,2023-09-11,2023-09-17,59623.24,Completed
2848,3,2023-06-25,2023-07-08,183034.21,Pending
2849,3,2023-07-29,2023-08-05,149423.05,Completed
2850,8,2024-12-20,2024-12-26,118812.12,Delayed
2851,9,2023-10-11,2023-10-18,187113.44,Delayed
2852,9,2024-10-28,2024-11-11,144566.22,Completed
2853,7,2024-01-15,2024-01-26,188090.91,Delayed
2854,10,2023-06-14,2023-06-26,115253.87,Pending
2855,18,2024-08-03,2024-08-13,189655.68,Delayed
2856,20,2024-12-19,2025-01-02,64337.29,Pending
2857,8,2023-02-25,2023-03-11,182622.58,Delayed
2858,20,2023-12-28,2024-01-07,66149.35,Pending
2859,9,2023-05-23,2023-05-29,185207.01,Delayed
2860,1,2023-11-28,2023-12-09,157993.6,Delayed
2861,5,2023-01-16,2023-01-27,156313.89,Delayed
2862,10,2024-01-08,2024-01-15,50353.56,Delayed
2863,14,2024-11-07,2024-11-15,81622.85,Completed
2864,5,2024-02-25,2024-03-06,137837.93,Delayed
2865,9,2023-10-23,2023-11-04,52455.85,Completed
2866,8,2024-08-20,2024-08-31,146602.0,Completed
2867,6,2024-08-17,2024-08-28,141605.81,Delayed
2868,5,2023-02-17,2023-03-03,73699.83,Pending
2869,17,2024-05-09,2024-05-22,134705.79,Delayed
2870,9,2024-08-21,2024-09-02,89151.17,Pending
2871,15,2023-09-17,2023-09-28,115970.03,Delayed
2872,18,2024-02-18,2024-02-29,53769.09,Completed
2873,8,2023-12-05,2023-12-12,82828.18,Completed
2874,16,2024-04-17,2024-04-24,53848.54,Delayed
2875,5,2024-03-12,2024-03-18,150969.13,Delayed
2876,3,2024-10-25,2024-10-30,74297.59,Delayed
2877,3,2024-03-08,2024-03-17,95591.4,Pending
2878,7,2023-05-24,2023-06-02,165529.49,Pending
2879,8,2024-04-09,2024-04-19,114159.73,Completed
2880,9,2023-08-10,2023-08-25,194949.14,Delayed
2881,10,2023-03-19,2023-03-28,97984.78,Pending
2882,13,2024-08-17,2024-08-23,194634.39,Pending
2883,4,2023-04-26,2023-05-11,94800.14,Pending
2884,15,2024-08-17,2024-08-31,69689.43,Completed
2885,16,2024-03-15,2024-03-24,176276.78,Pending
2886,14,2023-01-26,2023-02-08,89376.66,Completed
2887,13,2024-02-05,2024-02-17,153284.52,Delayed
2888,12,2024-05-30,2024-06-11,197642.97,Completed
2889,9,2023-08-15,2023-08-30,170632.2,Delayed
2890,2,2023-02-21,2023-03-06,83470.56,Pending
2891,1,2024-05-28,2024-06-12,123873.3,Delayed
2892,4,2024-01-10,2024-01-22,91580.42,Pending
2893,19,2024-10-27,2024-11-09,64322.19,Delayed
2894,8,2023-10-27,2023-11-10,181158.07,Delayed
2895,20,2024-01-24,2024-02-03,76297.98,Delayed
2896,12,2024-08-06,2024-08-16,184848.3,Delayed
2897,19,2024-10-17,2024-10-31,177446.08,Pending
2898,16,2024-08-20,2024-08-25,96139.97,Completed
2899,19,2023-11-02,2023-11-10,141389.81,Pending
2900,15,2023-03-01,2023-03-07,174176.68,Completed
2901,9,2023-05-04,2023-05-14,53092.59,Delayed
2902,14,2024-03-22,2024-04-05,158010.26,Completed
2903,8,2023-01-13,2023-01-18,124165.81,Delayed
2904,2,2024-08-08,2024-08-23,61214.37,Completed
2905,11,2024-09-02,2024-09-17,177465.56,Completed
2906,1,2023-05-24,2023-06-02,156565.54,Completed
2907,11,2024-08-08,2024-08-15,106437.23,Delayed
2908,11,2024-01-17,2024-02-01,126871.75,Pending
2909,18,2024-03-03,2024-03-16,157636.2,Completed
2910,19,2023-04-25,2023-05-06,195361.89,Pending
2911,2,2024-10-16,2024-10-24,93228.33,Completed
2912,9,2024-06-03,2024-06-11,55433.95,Pending
2913,9,2023-06-21,2023-06-27,180050.74,Delayed
2914,13,2023-02-07,2023-02-20,64058.67,Delayed
2915,18,2024-09-06,2024-09-19,127223.95,Completed
2916,12,2023-11-08,2023-11-14,158113.66,Delayed
2917,4,2023-08-10,2023-08-25,147278.16,Completed
2918,20,2023-06-13,2023-06-28,125021.38,Completed
2919,12,2024-07-14,2024-07-20,68472.42,Delayed
2920,20,2024-06-27,2024-07-10,148947.81,Delayed
2921,11,2024-03-05,2024-03-16,91957.21,Pending
2922,16,2024-11-28,2024-12-12,188657.71,Completed
2923,2,2024-09-11,2024-09-20,118269.54,Delayed
2924,7,2023-07-28,2023-08-08,70767.37,Pending
2925,10,2023-09-04,2023-09-16,92108.01,Completed
