invoice_id,po_id,invoice_date,invoice_amount,payment_status
2569,2569,2023-05-09,124198.14,Unpaid
2570,2570,2023-08-08,187454.91,Paid
2571,2571,2023-09-15,173830.56495026723,Unpaid
2572,2572,2023-10-14,158308.38,Paid
2573,2573,2023-12-21,77319.4,Unpaid
2574,2574,2024-06-26,54940.43710875763,Paid
2575,2575,2023-02-09,181447.22,Paid
2576,2576,2024-09-23,185991.69476206662,Unpaid
2577,2577,2023-09-19,89779.44897823733,Unpaid
2578,2578,2024-10-19,93822.47,Paid
2579,2579,2023-04-28,103609.56231048494,Paid
2580,2580,2023-02-26,151405.0,Unpaid
2581,2581,2024-02-11,66721.62,Paid
2582,2582,2024-06-24,190987.72,Paid
2583,2583,2024-04-25,117718.05770237572,Unpaid
2584,2584,2024-12-14,169410.1712788784,Unpaid
2585,2585,2024-09-30,72407.35,Unpaid
2586,2586,2024-11-08,59812.089437999006,Paid
2587,2587,2024-10-05,163363.21497452818,Unpaid
2588,2588,2024-03-23,158024.32,Paid
2589,2589,2024-04-26,89830.7,Unpaid
2590,2590,2023-08-18,161908.28,Paid
2591,2591,2024-12-21,132448.178383934,Paid
2592,2592,2023-08-21,97351.94,Paid
2593,2593,2024-02-29,191133.8,Unpaid
2594,2594,2024-02-03,83692.34,Paid
2595,2595,2023-12-08,164895.39,Unpaid
2596,2596,2024-08-07,167601.45,Unpaid
2597,2597,2024-06-18,67641.53049688683,Unpaid
2598,2598,2023-02-02,177645.74,Paid
2599,2599,2024-02-21,59936.28,Paid
2600,2600,2023-10-14,180621.5,Unpaid
2601,2601,2023-12-09,99676.7,Unpaid
2602,2602,2024-11-28,91323.06320415137,Unpaid
2603,2603,2024-04-20,102575.34,Paid
2604,2604,2023-01-26,197768.97067504106,Paid
2605,2605,2024-01-01,125262.98,Unpaid
2606,2606,2024-11-01,195402.06,Unpaid
2607,2607,2024-07-11,122464.21,Unpaid
2608,2608,2024-12-22,142072.26,Paid
2609,2609,2023-12-08,183178.2705242421,Paid
2610,2610,2023-05-03,70419.27,Unpaid
2611,2611,2024-08-08,62316.13,Paid
2612,2612,2023-08-21,103291.4,Unpaid
2613,2613,2024-01-04,111432.62,Paid
2614,2614,2023-07-19,76951.42914586619,Unpaid
2615,2615,2023-02-12,93402.93,Paid
2616,2616,2024-03-17,99727.33,Unpaid
2617,2617,2023-05-16,124697.3,Paid
2618,2618,2024-05-09,128654.8,Unpaid
2619,2619,2023-08-14,106698.03,Paid
2620,2620,2024-12-07,197699.59,Paid
2621,2621,2023-10-15,60576.87,Unpaid
2622,2622,2023-08-19,141321.77,Unpaid
2623,2623,2023-01-28,157536.6,Paid
2624,2624,2024-07-15,106915.38,Unpaid
2625,2625,2023-09-26,116560.65,Unpaid
2626,2626,2023-04-29,194071.21,Paid
2627,2627,2023-10-17,183100.1,Unpaid
2628,2628,2024-01-24,54807.68878517725,Unpaid
2629,2629,2024-11-17,53025.44,Unpaid
2630,2630,2023-03-12,153330.54570094362,Paid
2631,2631,2023-12-21,63114.23,Paid
2632,2632,2024-03-08,186899.95,Unpaid
2633,2633,2024-09-17,79693.47725907779,Paid
2634,2634,2023-01-31,59174.442830201944,Paid
2635,2635,2023-09-23,154559.38,Unpaid
2636,2636,2024-06-19,124849.17,Paid
2637,2637,2023-02-14,194604.07505371165,Unpaid
2638,2638,2024-01-31,159302.84,Unpaid
2639,2639,2024-09-13,164094.8238150892,Paid
2640,2640,2024-06-02,82814.094597748,Unpaid
2641,2641,2024-11-11,139032.85,Paid
2642,2642,2024-07-07,65875.67,Unpaid
2643,2643,2023-08-30,59844.04,Unpaid
2644,2644,2023-11-07,186769.39,Unpaid
2645,2645,2024-11-25,153190.38407316132,Unpaid
2646,2646,2023-07-07,81089.22854082876,Unpaid
2647,2647,2023-07-30,179636.67,Paid
2648,2648,2024-09-28,178074.41,Unpaid
2649,2649,2024-05-06,158820.5,Unpaid
2650,2650,2023-11-22,67257.9,Paid
2651,2651,2023-06-20,178191.38,Unpaid
2652,2652,2023-04-28,180821.76,Unpaid
2653,2653,2023-11-01,56606.56,Paid
2654,2654,2024-06-18,150584.98,Unpaid
2655,2655,2024-02-11,113006.19,Paid
2656,2656,2023-03-12,90062.49,Paid
2657,2657,2024-04-14,178526.94,Unpaid
2658,2658,2023-03-23,144485.59,Paid
2659,2659,2024-01-07,157740.80487040358,Paid
2660,2660,2023-01-28,172103.4328431841,Paid
2661,2661,2024-03-17,174890.85,Unpaid
2662,2662,2024-02-04,158953.32,Paid
2663,2663,2023-12-19,165538.93,Unpaid
2664,2664,2024-06-20,89394.03,Unpaid
2665,2665,2023-06-23,53464.02,Unpaid
2666,2666,2024-05-28,152209.41,Unpaid
2667,2667,2024-04-24,61497.7,Paid
2668,2668,2023-07-28,94615.75,Unpaid
2669,2669,2024-03-01,160828.6392916279,Unpaid
2670,2670,2023-11-23,70683.26,Paid
2671,2671,2023-12-04,103170.09,Paid
2672,2672,2024-12-02,135010.69,Paid
2673,2673,2023-06-17,100151.14,Paid
2674,2674,2023-10-02,162287.42943686582,Paid
2675,2675,2024-09-11,121371.94,Unpaid
2676,2676,2023-09-11,91075.11,Paid
2677,2677,2023-10-27,75220.54,Paid
2678,2678,2023-12-19,100445.14,Paid
2679,2679,2023-03-25,118065.91475701128,Unpaid
2680,2680,2024-01-16,93376.11555392102,Paid
2681,2681,2023-08-30,160283.25,Unpaid
2682,2682,2023-12-12,175512.66889053775,Unpaid
2683,2683,2024-03-28,115755.59505227114,Paid
2684,2684,2023-02-18,110357.29972280619,Paid
2685,2685,2023-08-28,56597.69,Paid
2686,2686,2023-06-24,102450.16603065406,Paid
2687,2687,2024-12-07,59503.13302227172,Unpaid
2688,2688,2023-11-29,60921.03,Paid
2689,2689,2024-05-05,75959.25612834006,Unpaid
2690,2690,2023-05-25,109393.35435757143,Unpaid
2691,2691,2024-01-25,176298.91,Unpaid
2692,2692,2024-08-10,53227.99,Unpaid
2693,2693,2024-10-18,57392.2,Unpaid
2694,2694,2023-09-02,78242.67,Unpaid
2695,2695,2024-06-28,175090.027809547,Unpaid
2696,2696,2023-08-17,55998.61,Unpaid
2697,2697,2023-07-02,123071.79401148602,Paid
2698,2698,2024-10-27,112250.56,Unpaid
2699,2699,2023-02-26,176457.57,Paid
2700,2700,2024-04-15,108144.59,Paid
2701,2701,2023-03-24,102100.36,Paid
2702,2702,2024-11-28,49176.13113245499,Unpaid
2703,2703,2023-09-23,144923.39,Paid
2704,2704,2023-07-31,116706.56,Paid
2705,2705,2024-08-12,76554.34,Paid
2706,2706,2024-12-24,186342.08378812473,Paid
2707,2707,2023-02-03,181457.59,Unpaid
2708,2708,2024-07-26,51480.29,Paid
2709,2709,2024-05-03,139604.34,Unpaid
2710,2710,2023-04-11,157637.5,Paid
2711,2711,2024-03-31,148536.55,Paid
2712,2712,2024-11-05,168194.84,Unpaid
2713,2713,2024-03-09,191863.28391005404,Paid
2714,2714,2024-03-13,174526.45,Paid
2715,2715,2023-08-24,68913.83,Unpaid
2716,2716,2024-03-23,192443.32,Unpaid
2717,2717,2023-05-18,58890.94,Paid
2718,2718,2023-07-17,109140.65,Unpaid
2719,2719,2023-09-28,185120.28,Unpaid
2720,2720,2024-08-05,161936.55498998065,Unpaid
2721,2721,2024-05-24,144696.73,Unpaid
2722,2722,2023-04-24,170028.93,Paid
2723,2723,2023-11-12,77643.34254778852,Unpaid
2724,2724,2023-04-13,75383.07,Unpaid
2725,2725,2024-11-20,154990.28,Paid
2726,2726,2023-08-17,140644.96265012218,Paid
2727,2727,2024-08-31,177211.22,Unpaid
2728,2728,2023-04-17,123711.88,Unpaid
2729,2729,2023-12-22,119663.25,Unpaid
2730,2730,2023-03-24,65840.56,Paid
2731,2731,2024-11-18,73849.1397886164,Paid
2732,2732,2024-09-20,112727.75,Paid
2733,2733,2024-04-16,90854.71180496235,Unpaid
2734,2734,2024-11-21,176775.36,Unpaid
2735,2735,2024-02-25,125607.62,Unpaid
2736,2736,2023-03-03,96029.44,Unpaid
2737,2737,2024-02-22,107011.03089028897,Unpaid
2738,2738,2024-01-04,135379.38,Paid
2739,2739,2023-02-10,195228.46,Unpaid
2740,2740,2023-04-16,89639.24,Unpaid
2741,2741,2024-04-14,108602.43,Unpaid
2742,2742,2024-07-30,173331.16,Paid
2743,2743,2024-03-30,158370.1,Unpaid
2744,2744,2024-11-24,156644.9,Unpaid
2745,2745,2024-10-02,66945.56364802015,Unpaid
2746,2746,2024-03-31,84776.66,Unpaid
2747,2747,2024-05-19,159127.76051425745,Unpaid
2748,2748,2024-07-21,51725.28,Paid
2749,2749,2024-09-13,117033.28,Unpaid
2750,2750,2023-06-03,172226.5344322712,Unpaid
2751,2751,2024-11-14,143772.41,Paid
2752,2752,2023-12-21,148568.50401315605,Paid
2753,2753,2024-10-13,106686.75048649886,Unpaid
2754,2754,2024-03-21,61456.27,Unpaid
2755,2755,2023-03-19,83760.59659008008,Unpaid
2756,2756,2023-10-07,192244.97663242166,Paid
2757,2757,2024-04-23,138797.9808750922,Unpaid
2758,2758,2024-10-21,187131.17086737033,Unpaid
2759,2759,2023-10-28,104172.56,Paid
2760,2760,2024-02-09,195892.58,Paid
2761,2761,2024-05-28,165254.03762587998,Unpaid
2762,2762,2023-11-09,121424.51,Paid
2763,2763,2024-03-31,179521.381241199,Paid
2764,2764,2023-06-22,73541.53,Unpaid
2765,2765,2024-04-09,171626.29,Paid
2766,2766,2024-02-17,155715.34,Unpaid
2767,2767,2024-11-20,158666.53015104236,Paid
2768,2768,2024-12-07,191382.5116646743,Paid
2769,2769,2023-01-21,122976.82,Unpaid
2770,2770,2023-11-29,168716.99,Unpaid
2771,2771,2023-09-18,64329.8,Unpaid
2772,2772,2024-04-17,113360.46,Unpaid
2773,2773,2023-06-29,84909.56,Paid
2774,2774,2024-01-02,91840.68106684093,Paid
2775,2775,2024-04-02,106730.41,Unpaid
2776,2776,2023-04-29,115957.57,Paid
2777,2777,2023-08-20,188962.4,Paid
2778,2778,2023-08-14,173450.99312927588,Paid
2779,2779,2024-07-08,154909.51,Paid
2780,2780,2023-06-24,85254.15,Paid
2781,2781,2024-06-30,136588.66,Unpaid
2782,2782,2024-08-25,192592.6492783701,Paid
2783,2783,2023-09-08,52489.0,Paid
2784,2784,2024-02-22,56922.5,Unpaid
2785,2785,2024-01-15,69335.2678836683,Paid
2786,2786,2023-11-01,119514.86,Paid
2787,2787,2024-07-31,91426.68,Paid
2788,2788,2024-05-19,161184.98,Paid
2789,2789,2024-03-29,141629.78,Paid
2790,2790,2023-05-29,181049.76,Paid
2791,2791,2023-06-25,162457.96,Unpaid
2792,2792,2024-06-19,157817.1,Unpaid
2793,2793,2023-02-14,70228.74,Paid
2794,2794,2024-10-07,186603.26,Unpaid
2795,2795,2023-06-02,183069.912794669,Paid
2796,2796,2023-06-07,192308.26413040078,Unpaid
2797,2797,2023-12-28,77844.65,Paid
2798,2798,2024-01-18,105429.93361576495,Paid
2799,2799,2024-09-04,96654.2062453932,Paid
2800,2800,2024-08-13,120399.42,Paid
2801,2801,2024-04-17,152577.87,Unpaid
2802,2802,2023-02-07,76882.69,Paid
2803,2803,2023-09-29,180214.0855376555,Paid
2804,2804,2024-04-26,109701.91,Paid
2805,2805,2024-06-21,148591.73,Unpaid
2806,2806,2024-05-13,199953.67,Paid
2807,2807,2024-05-30,51162.92,Paid
2808,2808,2024-10-23,159877.77434250969,Unpaid
2809,2809,2024-05-08,175505.51093593452,Unpaid
2810,2810,2023-01-12,137331.34,Paid
2811,2811,2024-07-21,103546.75,Paid
2812,2812,2023-05-12,151675.38,Paid
2813,2813,2024-04-01,133627.49,Paid
2814,2814,2024-10-20,176971.6,Unpaid
2815,2815,2023-03-24,91015.41,Unpaid
2816,2816,2024-06-29,138371.09850160862,Unpaid
2817,2817,2023-02-05,122851.25,Paid
2818,2818,2024-05-24,105573.65860636474,Unpaid
2819,2819,2023-02-13,77069.76,Paid
2820,2820,2023-04-16,151522.09,Paid
2821,2821,2024-07-22,105891.89,Unpaid
2822,2822,2024-06-17,188544.31,Paid
2823,2823,2023-11-27,179496.29,Unpaid
2824,2824,2024-10-29,50180.245937759886,Paid
2825,2825,2024-08-14,71318.6583859792,Paid
2826,2826,2024-04-07,171422.14,Paid
2827,2827,2023-08-29,68795.4,Unpaid
2828,2828,2023-07-01,88161.92,Unpaid
2829,2829,2023-01-19,135596.79,Paid
2830,2830,2023-02-12,148010.58,Unpaid
2831,2831,2023-08-28,167464.13209507108,Paid
2832,2832,2023-08-16,185118.54,Paid
2833,2833,2024-04-10,162497.29,Paid
2834,2834,2023-09-19,194318.52,Paid
2835,2835,2023-02-19,77353.3,Paid
2836,2836,2024-07-04,96462.93,Unpaid
2837,2837,2024-10-14,174901.99,Paid
2838,2838,2023-07-16,181339.58,Unpaid
2839,2839,2024-10-01,197477.84,Unpaid
2840,2840,2024-12-10,164955.0,Paid
2841,2841,2023-05-27,136550.58,Paid
2842,2842,2023-01-28,150426.82,Paid
2843,2843,2024-05-20,106699.2,Paid
2844,2844,2024-09-09,179329.28,Unpaid
2845,2845,2023-05-15,123302.36,Paid
2846,2846,2024-01-22,63529.377140032055,Unpaid
2847,2847,2023-09-16,59623.24,Unpaid
2848,2848,2023-06-30,183034.21,Paid
2849,2849,2023-08-03,149633.62589961034,Paid
2850,2850,2024-12-25,121626.95220974521,Unpaid
2851,2851,2023-10-16,187113.44,Paid
2852,2852,2024-11-02,146567.8706591997,Paid
2853,2853,2024-01-20,188090.91,Paid
2854,2854,2023-06-19,115253.87,Unpaid
2855,2855,2024-08-08,189655.68,Unpaid
2856,2856,2024-12-24,64337.29,Paid
2857,2857,2023-03-02,182622.58,Unpaid
2858,2858,2024-01-02,66149.35,Paid
2859,2859,2023-05-28,185207.01,Unpaid
2860,2860,2023-12-03,157993.6,Unpaid
2861,2861,2023-01-21,156313.89,Paid
2862,2862,2024-01-13,53861.600092876324,Unpaid
2863,2863,2024-11-12,78349.02144506828,Paid
2864,2864,2024-03-01,139846.94801805378,Paid
2865,2865,2023-10-28,52455.85,Paid
2866,2866,2024-08-25,146602.0,Unpaid
2867,2867,2024-08-22,141605.81,Unpaid
2868,2868,2023-02-22,73699.83,Unpaid
2869,2869,2024-05-14,134705.79,Unpaid
2870,2870,2024-08-26,89151.17,Paid
2871,2871,2023-09-22,115970.03,Unpaid
2872,2872,2024-02-23,52207.09929379166,Paid
2873,2873,2023-12-10,82828.18,Unpaid
2874,2874,2024-04-22,53848.54,Paid
2875,2875,2024-03-17,150969.13,Unpaid
2876,2876,2024-10-30,74297.59,Unpaid
2877,2877,2024-03-13,95591.4,Unpaid
2878,2878,2023-05-29,165529.49,Unpaid
2879,2879,2024-04-14,114159.73,Unpaid
2880,2880,2023-08-15,194949.14,Unpaid
2881,2881,2023-03-24,92993.4320844648,Unpaid
2882,2882,2024-08-22,198330.72500783575,Unpaid
2883,2883,2023-05-01,94800.14,Unpaid
2884,2884,2024-08-22,69689.43,Paid
2885,2885,2024-03-20,176276.78,Paid
2886,2886,2023-01-31,89376.66,Paid
2887,2887,2024-02-10,153284.52,Unpaid
2888,2888,2024-06-04,197642.97,Paid
2889,2889,2023-08-20,170632.2,Paid
2890,2890,2023-02-26,83470.56,Unpaid
2891,2891,2024-06-02,124682.12580154373,Paid
2892,2892,2024-01-15,91580.42,Paid
2893,2893,2024-11-01,64322.19,Unpaid
2894,2894,2023-11-01,180817.5007545759,Paid
2895,2895,2024-01-29,73230.52257315797,Unpaid
2896,2896,2024-08-11,184848.3,Paid
2897,2897,2024-10-22,173092.0426187772,Unpaid
2898,2898,2024-08-25,95300.28758876475,Unpaid
2899,2899,2023-11-07,141389.81,Unpaid
2900,2900,2023-03-06,174176.68,Paid
2901,2901,2023-05-09,55859.08095100372,Paid
2902,2902,2024-03-27,158300.45394136684,Unpaid
2903,2903,2023-01-18,124165.81,Paid
2904,2904,2024-08-13,61214.37,Unpaid
2905,2905,2024-09-07,177465.56,Paid
2906,2906,2023-05-29,156565.54,Unpaid
2907,2907,2024-08-13,106437.23,Paid
2908,2908,2024-01-22,126871.75,Paid
2909,2909,2024-03-08,159977.6018190995,Paid
2910,2910,2023-04-30,195361.89,Paid
2911,2911,2024-10-21,93228.33,Unpaid
2912,2912,2024-06-08,55433.95,Paid
2913,2913,2023-06-26,180050.74,Paid
2914,2914,2023-02-12,64058.67,Paid
2915,2915,2024-09-11,127223.95,Unpaid
2916,2916,2023-11-13,158113.66,Paid
2917,2917,2023-08-15,147278.16,Unpaid
2918,2918,2023-06-18,124197.98311309607,Unpaid
2919,2919,2024-07-19,68472.42,Paid
2920,2920,2024-07-02,148947.81,Paid
2921,2921,2024-03-10,90092.45457233366,Unpaid
2922,2922,2024-12-03,188657.71,Paid
2923,2923,2024-09-16,113386.73949058975,Paid
2924,2924,2023-08-02,70767.37,Unpaid
2925,2925,2023-09-09,92108.01,Paid
2926,2926,2023-03-19,200312.749310037,Unpaid
2927,2927,2024-03-02,110506.21,Unpaid
2928,2928,2024-06-10,122999.78,Paid
2929,2929,2023-10-06,150067.44,Paid
2930,2930,2023-05-16,188662.97,Paid
2931,2931,2024-11-13,94677.66673674542,Unpaid
2932,2932,2024-05-12,109847.47,Paid
2933,2933,2024-02-06,199387.24,Unpaid
2934,2934,2023-10-11,147006.66489135107,Paid
2935,2935,2024-03-21,194156.68,Unpaid
2936,2936,2024-10-18,106357.86243512941,Unpaid
2937,2937,2024-09-14,55106.11,Unpaid
2938,2938,2024-08-13,96490.77820397602,Unpaid
2939,2939,2023-07-30,72323.04,Paid
2940,2940,2024-10-21,85500.9,Paid
2941,2941,2024-01-22,173449.5,Paid
2942,2942,2024-12-20,109355.4,Paid
2943,2943,2024-10-14,145256.63,Paid
2944,2944,2024-07-05,166187.44,Unpaid
2945,2945,2024-07-30,173116.64,Paid
2946,2946,2023-05-07,73932.88,Paid
2947,2947,2024-01-12,83213.52,Unpaid
2948,2948,2023-02-18,178314.11,Unpaid
2949,2949,2024-06-20,54431.8,Unpaid
2950,2950,2023-06-24,110202.07,Paid
2951,2951,2023-04-20,141210.79,Unpaid
2952,2952,2023-08-01,65303.89,Unpaid
2953,2953,2023-05-14,178889.52,Unpaid
2954,2954,2023-05-20,143815.68954050075,Unpaid
2955,2955,2024-08-25,158978.94,Unpaid
2956,2956,2024-08-16,156612.27,Unpaid
2957,2957,2023-03-09,142063.3900349279,Unpaid
2958,2958,2023-12-27,141246.49,Unpaid
2959,2959,2024-06-16,187814.07,Paid
2960,2960,2023-05-29,64486.705219120995,Unpaid
2961,2961,2023-01-15,137940.48,Unpaid
2962,2962,2024-10-05,130676.73,Paid
2963,2963,2024-01-22,99721.37033920355,Paid
2964,2964,2023-01-09,84853.27,Paid
2965,2965,2024-12-16,135156.91,Paid
2966,2966,2023-02-27,196133.70130419708,Paid
2967,2967,2024-06-17,145831.4,Paid
2968,2968,2024-10-27,153302.07,Paid
2969,2969,2023-02-06,115489.20073806385,Unpaid
2970,2970,2023-02-12,65154.23,Paid
2971,2971,2024-02-18,195403.48,Paid
2972,2972,2023-11-20,56168.12,Paid
2973,2973,2023-12-02,139382.37,Paid
2974,2974,2023-04-06,158213.49,Paid
2975,2975,2024-09-16,187244.63,Paid
2976,2976,2023-09-18,75805.51,Paid
2977,2977,2023-05-28,162541.52245751,Unpaid
2978,2978,2023-12-28,71418.35,Paid
2979,2979,2024-12-12,156597.74,Paid
2980,2980,2023-06-16,86773.06981971457,Unpaid
2981,2981,2024-01-29,113147.63,Paid
2982,2982,2023-02-13,73563.03,Paid
2983,2983,2023-09-21,186547.07,Unpaid
2984,2984,2024-01-20,83333.11,Unpaid
2985,2985,2024-07-21,134287.73,Unpaid
2986,2986,2024-04-16,154956.11,Paid
2987,2987,2023-08-18,162628.57,Unpaid
2988,2988,2023-10-14,131394.38,Paid
2989,2989,2023-12-17,161773.17,Paid
2990,2990,2023-06-17,70232.9,Unpaid
2991,2991,2023-12-03,184390.58,Paid
2992,2992,2024-12-14,73494.94,Unpaid
2993,2993,2023-10-30,120185.48,Paid
2994,2994,2024-10-04,189128.0,Unpaid
2995,2995,2023-06-14,92101.71256099016,Paid
2996,2996,2024-05-31,76021.55727814464,Unpaid
2997,2997,2023-08-28,105413.2453093766,Unpaid
2998,2998,2024-04-13,54231.65,Paid
2999,2999,2024-03-15,92175.93,Paid
3000,3000,2023-11-15,54632.91,Unpaid
3001,3001,2023-10-11,184069.33127441266,Paid
3002,3002,2024-07-19,118420.69,Paid
3003,3003,2024-12-11,112494.85,Paid
3004,3004,2023-08-28,155989.02,Unpaid
3005,3005,2024-01-06,198629.45,Paid
3006,3006,2024-06-30,120309.3,Unpaid
3007,3007,2024-10-08,158645.21,Unpaid
3008,3008,2024-07-08,175019.73,Unpaid
3009,3009,2023-10-10,79697.03,Unpaid
3010,3010,2024-11-21,188765.72,Unpaid
3011,3011,2024-07-18,110249.22,Unpaid
3012,3012,2024-08-19,165290.99,Paid
3013,3013,2023-06-15,111004.9,Paid
3014,3014,2023-02-25,183000.9,Paid
3015,3015,2024-03-13,147978.6803059629,Unpaid
3016,3016,2024-05-23,158041.42395206622,Unpaid
3017,3017,2023-03-22,139826.86,Unpaid
3018,3018,2023-09-21,106427.78,Unpaid
3019,3019,2024-05-25,167272.23,Unpaid
3020,3020,2023-05-30,164558.09,Unpaid
3021,3021,2024-02-03,74383.87,Paid
3022,3022,2024-11-19,179658.23,Paid
3023,3023,2024-07-18,163988.28,Unpaid
3024,3024,2024-06-06,92567.35,Unpaid
3025,3025,2024-07-14,142797.3,Unpaid
3026,3026,2024-06-04,121882.55,Paid
3027,3027,2024-05-15,55290.87,Paid
3028,3028,2023-09-08,91917.73332075906,Paid
3029,3029,2024-05-03,83971.54,Unpaid
3030,3030,2023-07-26,112028.7377907961,Unpaid
3031,3031,2023-05-01,150634.0209819706,Unpaid
3032,3032,2023-07-22,143023.81,Paid
3033,3033,2023-10-24,126668.02,Unpaid
3034,3034,2024-02-25,124030.30631987375,Paid
3035,3035,2023-07-02,100647.34,Paid
3036,3036,2024-07-31,139932.64,Paid
3037,3037,2023-07-26,67602.54916644517,Unpaid
3038,3038,2023-12-22,102233.44,Paid
3039,3039,2023-02-03,105976.04,Unpaid
3040,3040,2024-08-05,177025.65,Paid
3041,3041,2024-11-30,118964.08,Paid
3042,3042,2023-08-31,179133.01,Paid
3043,3043,2024-04-24,196039.89,Paid
3044,3044,2024-06-14,88343.20654076428,Paid
3045,3045,2023-03-10,157555.6,Unpaid
3046,3046,2024-04-18,188563.3,Paid
3047,3047,2024-02-01,81988.62,Paid
3048,3048,2023-12-08,135366.5,Unpaid
3049,3049,2024-06-09,132674.15,Paid
3050,3050,2023-08-02,109790.81,Unpaid
3051,3051,2023-02-24,185464.55,Paid
3052,3052,2024-02-03,111010.0277199467,Paid
3053,3053,2024-08-04,129794.13,Paid
3054,3054,2024-11-08,140782.74,Paid
3055,3055,2023-03-03,160011.4761570281,Unpaid
3056,3056,2023-04-17,115777.58,Paid
3057,3057,2023-09-06,60635.33,Unpaid
3058,3058,2023-07-03,144021.9030351675,Paid
3059,3059,2023-03-09,126126.19,Unpaid
3060,3060,2024-10-08,165744.9,Unpaid
3061,3061,2024-07-12,103754.43563083388,Unpaid
3062,3062,2024-01-22,51650.6,Paid
3063,3063,2023-09-07,51855.44,Paid
3064,3064,2023-11-07,125100.48,Unpaid
3065,3065,2024-03-30,90110.55,Unpaid
3066,3066,2023-04-27,154193.71,Unpaid
3067,3067,2024-09-17,158558.48,Paid
3068,3068,2023-10-11,145997.57,Paid
3069,3069,2024-09-24,152439.65,Unpaid
3070,3070,2023-12-19,62398.17,Unpaid
3071,3071,2024-09-23,161912.6,Paid
3072,3072,2024-04-28,150410.43,Unpaid
3073,3073,2024-01-13,58652.684688975,Unpaid
3074,3074,2023-05-11,130025.12,Paid
3075,3075,2024-10-21,192915.09,Paid
3076,3076,2023-11-20,151280.11,Unpaid
3077,3077,2023-10-08,186849.71,Paid
3078,3078,2024-09-15,97392.11,Unpaid
3079,3079,2024-08-06,149717.285681781,Paid
3080,3080,2023-06-27,115945.64,Unpaid
3081,3081,2023-01-20,69220.5,Unpaid
3082,3082,2024-02-26,91328.3630257439,Paid
3083,3083,2023-04-13,188947.52,Paid
3084,3084,2024-05-17,79556.86,Unpaid
3085,3085,2024-05-16,157165.88,Unpaid
3086,3086,2024-06-12,142228.61,Paid
3087,3087,2023-06-27,77974.07,Paid
3088,3088,2024-01-27,188433.61049636727,Unpaid
3089,3089,2024-10-03,188779.37,Paid
3090,3090,2024-01-16,85784.38989341547,Paid
3091,3091,2024-08-10,126302.27442529456,Unpaid
3092,3092,2023-09-30,131617.25869713552,Paid
3093,3093,2024-10-25,161428.79,Paid
3094,3094,2024-09-30,150327.4437937105,Paid
3095,3095,2023-12-31,65972.38858081224,Unpaid
3096,3096,2023-07-02,96521.08,Paid
3097,3097,2024-01-12,143621.91759935772,Unpaid
3098,3098,2024-08-09,138859.04,Unpaid
3099,3099,2024-03-06,199198.50050997347,Paid
3100,3100,2023-07-06,168312.34,Unpaid
3101,3101,2024-12-20,143624.42,Paid
3102,3102,2023-04-04,50380.27,Unpaid
3103,3103,2024-07-06,128090.87,Unpaid
3104,3104,2023-03-22,64856.42,Unpaid
3105,3105,2023-05-16,89289.15535311609,Paid
3106,3106,2023-07-06,125075.04,Paid
3107,3107,2024-09-19,182611.81693542888,Unpaid
3108,3108,2023-12-16,66932.53,Paid
3109,3109,2023-03-07,167619.51,Unpaid
3110,3110,2023-05-23,123755.1190753717,Unpaid
3111,3111,2024-09-25,125127.94,Paid
3112,3112,2024-04-05,78206.76,Unpaid
3113,3113,2024-10-11,151510.15,Unpaid
3114,3114,2023-05-09,108766.04,Paid
3115,3115,2024-06-21,153164.52,Paid
3116,3116,2024-06-24,122396.64,Unpaid
3117,3117,2023-02-09,194092.17,Unpaid
3118,3118,2024-09-03,158329.65,Unpaid
3119,3119,2023-08-29,179341.66,Unpaid
3120,3120,2023-10-02,123964.46,Paid
3121,3121,2024-08-22,141840.78,Unpaid
3122,3122,2024-09-17,136675.0856547889,Paid
3123,3123,2023-07-26,67932.61,Unpaid
3124,3124,2023-12-27,96866.24135042462,Paid
3125,3125,2023-09-16,174770.69,Paid
3126,3126,2023-03-04,126113.63,Unpaid
3127,3127,2023-02-06,90046.25,Paid
3128,3128,2024-10-05,105317.8824103549,Unpaid
3129,3129,2024-09-22,122747.83,Paid
3130,3130,2023-12-18,106480.33,Paid
3131,3131,2023-12-08,64877.63,Unpaid
3132,3132,2023-04-10,83475.51328975645,Unpaid
3133,3133,2024-06-06,186090.8,Unpaid
3134,3134,2024-12-20,157164.31,Paid
3135,3135,2023-07-08,147878.78,Paid
3136,3136,2023-01-09,132951.8,Unpaid
3137,3137,2023-02-13,165914.35605266347,Paid
3138,3138,2024-08-27,155041.58,Paid
3139,3139,2024-02-28,191656.62,Unpaid
3140,3140,2024-04-11,182278.79,Unpaid
3141,3141,2023-01-13,91103.01677536049,Unpaid
3142,3142,2023-09-13,104853.66,Paid
3143,3143,2024-08-12,115928.21,Paid
3144,3144,2024-11-26,85943.57,Unpaid
3145,3145,2023-11-14,100384.43,Unpaid
3146,3146,2024-05-14,184200.98,Paid
3147,3147,2024-05-18,82722.76,Unpaid
3148,3148,2023-10-08,96718.39,Paid
3149,3149,2024-11-27,68716.1,Unpaid
3150,3150,2023-09-10,54532.64,Unpaid
3151,3151,2023-04-19,154532.13,Unpaid
3152,3152,2023-04-29,157067.14,Unpaid
3153,3153,2023-09-24,52144.46,Paid
3154,3154,2023-05-28,149238.53,Paid
3155,3155,2024-09-17,70912.73,Paid
3156,3156,2024-03-15,174684.61894240323,Unpaid
